dataset,surrogate model,acquisition function,num_iteration,time,Median(model_runs),Mean(model_runs),Standard_Deviation(model_runs),dropout,learn_rate,num_layers,num_neurons,num_topics,optimizer,WordEmbeddingsInvertedRBOCentroid(not optimized)
dataset_name,RF,LCB,27,16.113855600357056,0.1838133400496447,0.18558214040157947,0.027377735303330413,0.5220119214510623,0.04010495714322186,1,300,50,adam,0.760764742936171
dataset_name,RF,LCB,28,18.217952728271484,0.20432924349730391,0.20218831994923314,0.01277378792162963,0.5275376339408809,0.046898621928906724,3,1000,52,adam,0.7602299863662596
dataset_name,RF,LCB,29,15.85878872871399,0.19357196664690254,0.1988996093640462,0.01742585081398645,0.5267979942885164,0.03165979576392588,3,200,50,adam,0.7597454218490312
dataset_name,RF,LCB,30,28.759814023971558,0.18381293315455904,0.19514505369100113,0.016170662552901182,0.5263038309702731,0.07012817486230531,3,1000,68,adam,0.760374846969962
dataset_name,RF,LCB,31,18.492159605026245,0.22791888097842158,0.20647516692182835,0.032271821351227185,0.5238772756531672,0.0021703404642972324,2,300,54,sgd,0.7595357209276538
dataset_name,RF,LCB,32,18.3853440284729,0.21001628515037554,0.21095606080218618,0.00575937708609632,0.5231491967570332,0.013831038892887566,2,1000,52,msprop,0.7599874017763851
dataset_name,RF,LCB,33,17.045575380325317,0.19511304611009309,0.20283633185825337,0.013521349652077375,0.5237756550457976,0.009470190809441698,1,1000,51,adam,0.7604482330879558
dataset_name,RF,LCB,34,37.895384311676025,0.22123576826197516,0.22783658572448826,0.01262283305834743,0.5253233580887899,0.0025617579008672215,2,300,80,adam,0.7592142130540442
dataset_name,RF,LCB,35,17.65748429298401,0.20342698557975966,0.205277214881069,0.004413122788402552,0.5249476779183131,0.031460678932136804,3,300,54,sgd,0.7598370802589656
dataset_name,RF,LCB,36,16.649571657180786,0.22575083136033372,0.2200830241878661,0.017543315149553904,0.5253739365209542,0.02605189940071682,1,100,52,sgd,0.7596195364171107
dataset_name,RF,LCB,37,19.69110870361328,0.207641323530083,0.22018167546338963,0.021733731196249693,0.5261840553462362,0.04707654413735033,1,500,56,adam,0.7589295284020461
dataset_name,RF,LCB,38,35.69160056114197,0.19918007214394548,0.205856287130501,0.01289619079502412,0.5239297096934048,0.049827646452840255,1,300,78,adam,0.7598851143092313
dataset_name,RF,LCB,39,43.804046630859375,0.19204378702659802,0.19857425102690507,0.017949635292032768,0.5255297850173142,0.010325932097226966,3,300,86,sgd,0.7607598594868188
dataset_name,RF,LCB,40,19.508056640625,0.2037555253980601,0.20575340137730214,0.016776509518585794,0.8147750947890031,0.04973187620014079,2,1000,54,sgd,0.761025282691121
dataset_name,RF,LCB,41,17.78814721107483,0.2267495363992425,0.2331134800600729,0.013918485740963127,0.336284177347719,0.026875343602901114,1,1000,52,sgd,0.7595225151433582
dataset_name,RF,LCB,42,17.920161962509155,0.19969912869014478,0.20986938899821284,0.0260433832869587,0.474799327817041,0.034525461205415886,1,1000,52,sgd,0.7599988410907327
dataset_name,RF,LCB,43,17.772168397903442,0.2165762182645141,0.21680008204524137,0.000952724452709775,0.5213754017808261,0.026461289207529368,2,750,52,sgd,0.760202075897661
dataset_name,RF,LCB,44,17.7723126411438,0.1992681584572841,0.1860537772732518,0.025571128420661123,0.22548492338967543,0.02133776003915473,1,1000,53,sgd,0.7602837590298929
dataset_name,RF,LCB,45,17.740800142288208,0.19780652969743898,0.20075040241593914,0.007913785413771406,0.5267666942850892,0.06404736790442209,1,750,53,msprop,0.7600088867836869
dataset_name,RF,LCB,46,56.11999487876892,0.23108053593802172,0.23221783817872133,0.007088703232867837,0.5262722184196903,0.029005670054077712,1,1000,100,sgd,0.7602634517010233
dataset_name,RF,LCB,47,15.640211343765259,0.20398651233553583,0.21468054721296803,0.016919755453221122,0.5255652293819715,0.025844666323010065,1,1000,50,msprop,0.7603351764720068
dataset_name,RF,LCB,48,55.15506720542908,0.20874144438857967,0.2014006375033972,0.012022718833835246,0.514829294326286,0.026980800347856163,1,100,100,sgd,0.7606420669229628
dataset_name,RF,LCB,49,47.26039910316467,0.2054135301744528,0.20407616621546887,0.005867633287553266,0.5265393179600012,0.029147011351764524,1,1000,91,sgd,0.7593725038001677
dataset_name,RF,LCB,50,53.2301971912384,0.2060795705398235,0.20903582781443106,0.009204043528159853,0.5266843079601911,0.023445665031536975,1,1000,96,adam,0.7594754924025853
dataset_name,RF,LCB,51,17.67488145828247,0.1962431339830504,0.19269683184483818,0.005973576438499093,0.5183965452504032,0.0010407322374807577,2,300,55,sgd,0.7599590048134932
dataset_name,RF,LCB,52,17.111923694610596,0.21248306985384793,0.21416023740898193,0.005883820250889569,0.5259874952064993,0.03394772097009645,2,100,54,adam,0.7602803116150585
dataset_name,RF,LCB,53,51.78825569152832,0.214200199902587,0.20580994498145402,0.02087247130133751,0.5224522727141167,0.08510665025224046,2,300,98,sgd,0.7597242035512034
dataset_name,RF,LCB,54,17.30267882347107,0.22081242291444894,0.2195734995202823,0.010327352314584228,0.5226549204314752,0.08946069636965115,2,500,54,sgd,0.7602710264974694
dataset_name,RF,LCB,55,47.43818521499634,0.20568489022671127,0.19930367594530662,0.014242289953109378,0.5253272140204875,0.028585076713034438,3,500,93,sgd,0.7596174374658411
dataset_name,RF,LCB,56,15.681883573532104,0.23874009265156101,0.24712505103858096,0.016557592036355186,0.5260848135256536,0.06915595902593165,2,100,52,msprop,0.759483057334245
dataset_name,RF,LCB,57,16.61816120147705,0.18517635210848482,0.19513373060262937,0.02313294579933106,0.5259595122543365,0.05846317690283191,1,100,53,msprop,0.7606592099221214
dataset_name,RF,LCB,58,16.315115928649902,0.18429478212069214,0.18591636909218492,0.011632664947141503,0.5981977289018168,0.09498398710487248,2,100,52,sgd,0.7601761718894264
dataset_name,RF,LCB,59,16.89512801170349,0.22012062284436634,0.22102101398703558,0.010169455950139732,0.5222377885707269,0.05017057008426755,1,1000,52,msprop,0.7605648350862526
dataset_name,RF,LCB,60,20.877522945404053,0.21437437947995147,0.20430105994777006,0.02044945669851821,0.526258726102323,0.09957618134346594,2,1000,58,adam,0.7599738644712196
dataset_name,RF,LCB,61,17.444377899169922,0.2244159790591791,0.21031706144744747,0.020059374695074718,0.5253153928041823,0.09185028143152225,2,500,54,adam,0.759535692022806
dataset_name,RF,LCB,62,16.413211584091187,0.21292841342735264,0.21274118880215234,0.011390165654278157,0.5343105371083362,0.06665071741233365,2,500,52,adam,0.761204172688228
dataset_name,RF,LCB,63,19.26527190208435,0.2253096832218135,0.2175788428295209,0.03421310192642455,0.5250103677974334,0.09699076284469105,2,750,56,msprop,0.7614724040555926
dataset_name,RF,LCB,64,17.07749032974243,0.23060257399557568,0.23375333265490705,0.006539126480062014,0.5238279780191799,0.06637236063717529,2,100,53,adam,0.7606251195672051
dataset_name,RF,LCB,65,16.37592625617981,0.21898909727855098,0.2299225897880632,0.018567824068713535,0.5221629366991279,0.074446556304601,1,100,52,adam,0.7600264231896864
dataset_name,RF,LCB,66,16.248668670654297,0.22015229801155556,0.21745600158710476,0.012070535303081883,0.5266034120543462,0.09974311157186509,2,750,51,adam,0.7601841720283447
dataset_name,RF,LCB,67,15.927154779434204,0.19119976439055908,0.1900650196209027,0.0068106514362787,0.23422614430516703,0.06854211036113264,1,750,51,adam,0.7602465712291233
dataset_name,RF,LCB,68,18.098524570465088,0.19669314964484783,0.2065537107176746,0.02431259601799421,0.5242266319010531,0.09298150457036423,1,1000,54,sgd,0.7603755460434786
dataset_name,RF,LCB,69,16.83430528640747,0.21457612393178668,0.22820403935590303,0.019466330727654677,0.5263566011257037,0.0645776426045646,2,200,52,msprop,0.7607852916379828
dataset_name,RF,LCB,70,17.041451454162598,0.22223242728246145,0.22559782037070786,0.006589861065249984,0.523599217756037,0.04408604075420091,2,100,53,adam,0.760508550485046
dataset_name,RF,LCB,71,15.455932378768921,0.19650151303734692,0.21368248173692658,0.025387992883523832,0.5247747746501151,0.06684173688320472,2,300,51,msprop,0.7592275960824441
dataset_name,RF,LCB,72,16.936433792114258,0.2138749904759992,0.2139933056234188,0.019995712031166433,0.5255819689770866,0.07936890970058326,2,200,53,adam,0.76087260752041
dataset_name,RF,LCB,73,21.616976499557495,0.20244881458374725,0.2077329259812798,0.016706295300284457,0.5240028804357757,0.08235917397780806,2,100,60,msprop,0.7596257768815657
dataset_name,RF,LCB,74,16.46836233139038,0.20713405919471323,0.20840440601054055,0.0026181830623466934,0.634488377319286,0.08940921927531108,2,500,52,msprop,0.7601368925285873
dataset_name,RF,LCB,75,16.405173778533936,0.1975529726163008,0.20170335425074845,0.008626633007871233,0.5256025557951483,0.06802196961327295,2,200,52,sgd,0.7596907814702509
dataset_name,RF,LCB,76,44.72256898880005,0.21695185774298548,0.2099716803003456,0.016124847788687766,0.8151411290365561,0.09133896330207816,2,100,90,adam,0.7600076844524467
dataset_name,RF,LCB,77,46.110076904296875,0.20268544035397568,0.20921201045448878,0.016087867986693333,0.6277300840014676,0.09907563056233722,2,100,92,adam,0.7605318090172639
dataset_name,RF,LCB,78,19.354025840759277,0.19747313960083238,0.19183412301467304,0.019508772605006993,0.5231809047874163,0.0797898530953628,2,300,57,sgd,0.7601553272494153
dataset_name,RF,LCB,79,14.932260513305664,0.2122009421863655,0.21807514304749395,0.01601671225441684,0.5264243569841901,0.036698460239630144,2,300,50,sgd,0.7602571320645568
dataset_name,RF,LCB,80,17.019590854644775,0.1932019307105478,0.19079615220996274,0.021084300968954427,0.5220029419060838,0.09611714760028803,2,200,54,msprop,0.759013264881501
dataset_name,RF,LCB,81,17.579769611358643,0.21020906704007838,0.21973971736258294,0.024206430511898643,0.5244298002166371,0.030824175121208865,2,100,54,msprop,0.7592382462654876
dataset_name,RF,LCB,82,19.363990783691406,0.22541514279216715,0.22265847216431675,0.00660068529037238,0.5248413428201133,0.0987217271211117,2,100,57,adam,0.7601647316508515
dataset_name,RF,LCB,83,16.391340255737305,0.19312073293673487,0.20722820925735438,0.028373236467029658,0.8737129205948703,0.07035146422227959,2,500,51,adam,0.7606070820095603
dataset_name,RF,LCB,84,16.428625345230103,0.20499118253303747,0.1988549235741596,0.008946867077950595,0.5265594600080524,0.09571034130327527,2,100,52,msprop,0.7597259704119972
dataset_name,RF,LCB,85,17.061898708343506,0.2189191854393763,0.22088649704510946,0.016138403284255424,0.5257023591364488,0.07252617977558197,2,500,53,msprop,0.7608404036763399
dataset_name,RF,LCB,86,17.674055337905884,0.20000363784183198,0.19535439049919698,0.009017557411959478,0.5231076328132094,0.06862695169824076,2,100,54,sgd,0.759704558676604
dataset_name,RF,LCB,87,36.92871952056885,0.20274431878306923,0.20269954432644652,0.004225503877997567,0.5236598104587138,0.07345720790569621,2,300,80,adam,0.7599662900563051
dataset_name,RF,LCB,88,16.411911725997925,0.189944812749053,0.1927116140030022,0.02121892898459305,0.522369196714642,0.0829452928971927,1,1000,52,sgd,0.7608154487556571
dataset_name,RF,LCB,89,40.639660120010376,0.18750158703050435,0.19556980497214602,0.011654919947918695,0.5260974941249825,0.09550225416498691,2,750,85,msprop,0.7600113435028573
dataset_name,RF,LCB,90,24.272541999816895,0.21078924526270176,0.214833475742495,0.010980763020170356,0.5247672420498669,0.05056585933026171,2,100,65,adam,0.7595945089050058
dataset_name,RF,LCB,91,18.265243768692017,0.2028634772256417,0.20984189296149472,0.013898041585260404,0.5251828936494322,0.09763898544275587,2,100,56,adam,0.7595620384433438
dataset_name,RF,LCB,92,15.239264249801636,0.20440022388282109,0.20694920140991857,0.02008893075351203,0.5260322705081512,0.09006423521637455,2,750,50,sgd,0.7605626792715883
dataset_name,RF,LCB,93,14.632862329483032,0.21836749743294234,0.20827026064087187,0.015207053085443678,0.5253472875271726,0.08698968599148829,2,100,50,msprop,0.7602960872711557
dataset_name,RF,LCB,94,15.904488325119019,0.2104274747034398,0.19849491690345777,0.018117345702579047,0.5560209333078543,0.0271837335979938,2,100,52,adam,0.7608062160258752
dataset_name,RF,LCB,95,16.452446222305298,0.21063811250001663,0.21211462367823383,0.01822349772096351,0.5250930458968411,0.0790964555724786,2,750,52,msprop,0.759585882658599
dataset_name,RF,LCB,96,16.108843088150024,0.1924129449326784,0.18865514241505196,0.007178015547116499,0.5260895505447717,0.08898493930401369,3,100,53,adam,0.7607522520892259
dataset_name,RF,LCB,97,16.92747473716736,0.1718397032300445,0.18524163008200475,0.021432432178297347,0.524421960693044,0.04788923869051069,2,750,53,sgd,0.7595100315597251
dataset_name,RF,LCB,98,16.17686700820923,0.20203715076906606,0.19863178305770526,0.014287945936415086,0.5258782453148634,0.03953080376903274,2,500,52,adam,0.7595991079358055
dataset_name,RF,LCB,99,44.820164918899536,0.21203427116813142,0.21269691805430657,0.004563383917154887,0.8427208766725496,0.09400878633323732,2,500,90,adam,0.7600769540580308
dataset_name,RF,LCB,100,16.701643705368042,0.20849135939195998,0.2099783489529451,0.018340091421137555,0.1861617186212509,0.019665715307227827,1,100,52,sgd,0.7598782931768846
dataset_name,RF,LCB,101,16.15474534034729,0.20034796025194093,0.21270374486285984,0.020602291344830912,0.5233213286466795,0.04948268108947331,2,200,52,adam,0.7600991321309736
dataset_name,RF,LCB,102,16.680219888687134,0.20904659001400944,0.21884587327362848,0.016783228947639315,0.8556050436473175,0.07674975566525229,2,100,52,msprop,0.7596326187558579
dataset_name,RF,LCB,103,48.96931743621826,0.2246351879847629,0.21760031963835583,0.010834960092541125,0.5259113477653574,0.06292464400979941,2,1000,92,msprop,0.7593695058240717
dataset_name,RF,LCB,104,50.171488761901855,0.20445261436423998,0.20510545193969557,0.012003684478455868,0.5243906751124428,0.07344509849215562,2,100,94,adam,0.7601908472018213
dataset_name,RF,LCB,105,16.417908191680908,0.21816179768773838,0.21785950520053132,0.019728542770424896,0.5337615031258888,0.0837399249192318,2,1000,50,adam,0.7605632394959247
dataset_name,RF,LCB,106,17.51875066757202,0.2070863445700038,0.21966789712318394,0.023206804455540887,0.5250570587779619,0.060519609538377386,2,1000,52,adam,0.7615699925068757
dataset_name,RF,LCB,107,28.091942071914673,0.2345113373978144,0.22993885909197384,0.007779994561871741,0.5261515332059677,0.06301951697508454,2,1000,68,adam,0.7600056905155298
dataset_name,RF,LCB,108,27.386025428771973,0.2019081489388877,0.207371035834364,0.007767548476920015,0.5264460722907557,0.07525419866693572,2,1000,68,adam,0.7594297632565659
dataset_name,RF,LCB,109,41.256871700286865,0.20093215040383988,0.20846803318414397,0.016878457976317107,0.5254491108400055,0.063308777304686,2,750,85,msprop,0.7600628959932262
dataset_name,RF,LCB,110,17.902687072753906,0.18580196306353483,0.18510254313958793,0.014762722655218703,0.5237872088620826,0.0244375122470612,2,750,54,msprop,0.760497360415798
dataset_name,RF,LCB,111,27.500845432281494,0.2145518151157918,0.21412240656250392,0.0035436659284865013,0.5261781491179972,0.05902012547749684,2,1000,68,adam,0.7600626746637277
dataset_name,RF,LCB,112,24.14995551109314,0.20929074389530394,0.2129329402276109,0.0075485281925982166,0.5260584894923275,0.007349793285414771,2,100,64,sgd,0.7597553217479175
dataset_name,RF,LCB,113,34.05003643035889,0.218693493327893,0.21774041074729036,0.005710634819070854,0.5249469398235308,0.004366658346838833,2,1000,76,msprop,0.7605576130278902
dataset_name,RF,LCB,114,16.46405816078186,0.22385194549124288,0.21930590386033674,0.008905775907375442,0.526903123759704,0.06336252646268055,2,1000,51,msprop,0.7605671028426173
dataset_name,RF,LCB,115,16.439241886138916,0.2104550020758493,0.2112045718715433,0.011965563080196234,0.5259152061575869,0.06196553912255764,2,1000,51,msprop,0.7597191797970702
dataset_name,RF,LCB,116,27.531920194625854,0.21468974022547663,0.21309839248871668,0.011476299762773041,0.5262546064513731,0.09652503803068134,2,1000,67,msprop,0.7601226445766296
dataset_name,RF,LCB,117,17.882339477539062,0.21046579052475262,0.21002972954077068,0.014883421846751043,0.5288850461222397,0.04988923821166639,1,1000,53,adam,0.759164972844614
dataset_name,RF,LCB,118,49.04961562156677,0.20447491231651121,0.2027591232541898,0.009257304088417894,0.5262499199595437,0.07697739999919692,1,1000,93,adam,0.7598717081930355
dataset_name,RF,LCB,119,52.134981870651245,0.20633692942900098,0.21462075360891064,0.012650457563223517,0.5260657335399902,0.03291239224755436,2,1000,97,adam,0.7603349567358807
dataset_name,RF,LCB,120,16.94036626815796,0.1864265071269186,0.18506588360751586,0.017355442673823405,0.5263776482087207,0.06666419365611327,2,1000,51,msprop,0.7594562515869352
dataset_name,RF,LCB,121,15.43053126335144,0.21740302002971298,0.2075229995556707,0.024693814214647974,0.5265817100816956,0.09283542154988038,2,300,50,adam,0.7595245038393938
dataset_name,RF,LCB,122,20.797011375427246,0.19682189065090078,0.19832880860120228,0.0043148542026922735,0.5634789624801351,0.06499643315207554,2,1000,58,adam,0.7611905519792997
dataset_name,RF,LCB,123,17.03353524208069,0.22809640534817258,0.22742507822456692,0.005470898672818561,0.5258328700977963,0.05818163788832405,2,500,53,sgd,0.7612164124954864
dataset_name,RF,LCB,124,15.707645177841187,0.204207705869063,0.19647685390443093,0.032909764917366045,0.5256363449769823,0.056216777772931256,2,300,50,adam,0.7588310724868136
dataset_name,RF,LCB,125,26.02340841293335,0.21340375351066812,0.21155785861260534,0.01576792675095263,0.5258527295453483,0.06650646177288445,2,100,67,msprop,0.7596388813420483
dataset_name,RF,LCB,126,28.343453407287598,0.21270319181199424,0.21771599317091017,0.015377465073336117,0.5259250782617676,0.06590034382179778,2,100,70,adam,0.7598563330674918
dataset_name,RF,LCB,127,32.14484095573425,0.2147071998654075,0.21848792834848854,0.0067888330261964835,0.5282315048655828,0.06273252971020728,2,1000,74,adam,0.7601520827887414
dataset_name,RF,LCB,128,20.674405574798584,0.20701189361436187,0.20202081393127566,0.017004221365676316,0.5225969676852261,0.015476175256480058,2,300,60,msprop,0.7596191211544198
dataset_name,RF,LCB,129,15.92282772064209,0.20845460114100112,0.21782559663790682,0.01808452962637768,0.5249969177124841,0.020161243243605867,2,750,51,sgd,0.7595444622772267
dataset_name,RF,LCB,130,29.324406385421753,0.22898273675369127,0.2316064582983841,0.005522051346889932,0.5255517283094303,0.04612638726017004,2,500,73,sgd,0.7598592540415616
dataset_name,RF,LCB,131,26.00674033164978,0.18938062564247332,0.18601453839116625,0.005413402470923574,0.5261001921207124,0.06274178154996404,1,500,68,adam,0.7588425343360923
dataset_name,RF,LCB,132,16.904649257659912,0.22911354581658752,0.2254672911198412,0.012073034781821403,0.5259665439743191,0.08190198170561519,2,500,54,sgd,0.7595663996425728
dataset_name,RF,LCB,133,38.176440477371216,0.20601260970248217,0.205332343825803,0.0018944612837725422,0.5244533125985861,0.038688930124931305,2,500,84,sgd,0.7598704235127557
dataset_name,RF,LCB,134,18.474390506744385,0.22096544482954592,0.2194218474968371,0.009896325457868643,0.5238172215472691,0.08490351236023781,2,1000,54,adam,0.7612846923869175
dataset_name,RF,LCB,135,16.04618501663208,0.19254503033428916,0.18855050582638608,0.012263123004852928,0.526112431703496,0.0015497184728503525,2,100,53,sgd,0.7591904649290521
dataset_name,RF,LCB,136,28.541173458099365,0.19430101244291975,0.19731209453218532,0.02086499915645695,0.5257041154012642,0.0063246418625749114,2,500,72,sgd,0.7598100502517006
dataset_name,RF,LCB,137,15.889453887939453,0.2018727539174287,0.20086759749476615,0.01670202939190877,0.5297480653635552,0.0811655502513394,2,500,52,sgd,0.7592169044108339
dataset_name,RF,LCB,138,17.128108978271484,0.20344610473086785,0.20537511350053742,0.005397711989478368,0.524258636501538,0.06496012913029231,2,1000,53,msprop,0.7597382575558991
dataset_name,RF,LCB,139,52.5675573348999,0.2035450740037518,0.20670309457447575,0.009115296992494918,0.5260377077016006,0.09679652835359907,2,750,99,msprop,0.7596628689906603
dataset_name,RF,LCB,140,54.22941279411316,0.201927122547714,0.20239825354104582,0.003204251619860071,0.5259160462641714,0.06335699562074673,2,200,100,sgd,0.759828567226935
dataset_name,RF,LCB,141,17.024314403533936,0.21901139440808373,0.2261483452348507,0.014354186867558016,0.5254468698393321,0.032482873630408166,2,500,53,sgd,0.7603633002692788
dataset_name,RF,LCB,142,17.179500341415405,0.19631006621561334,0.20280165420139226,0.011494279546719076,0.5267709306447267,0.05766760186386817,2,500,53,sgd,0.7599924827828474
dataset_name,RF,LCB,143,15.902315855026245,0.21139068567879316,0.20311443294493006,0.02499229664405242,0.5293540847893768,0.06716526186784566,2,1000,50,msprop,0.7596484146460796
dataset_name,RF,LCB,144,18.74805784225464,0.19341515463336903,0.19268298626145017,0.0036325234822405543,0.5246919649760372,0.09696683803440834,2,750,56,msprop,0.7589195263866186
dataset_name,RF,LCB,145,17.321979999542236,0.23333189918925962,0.22033444862355864,0.020268335041038272,0.525633680415226,0.09888332251003111,2,200,54,msprop,0.7596525914708062
dataset_name,RF,LCB,146,18.729020833969116,0.2058385289617435,0.21326579941096271,0.018181339204940666,0.5222712778292309,0.04955347748917999,2,500,56,msprop,0.7594758210926265
dataset_name,RF,LCB,147,16.714078426361084,0.21371504697499139,0.21272084372776004,0.017653944697292735,0.5247767509118549,0.05878524542444773,2,100,53,sgd,0.7607604146748697
dataset_name,RF,LCB,148,15.926559925079346,0.21800631929986455,0.2199815758594165,0.014476992570433982,0.52482967058353,0.03784709706909735,1,1000,50,msprop,0.7596350209409645
dataset_name,RF,LCB,149,38.42613744735718,0.2125920017878485,0.20486769322867915,0.011937716301167368,0.5841856769399502,0.0985265299843546,2,500,83,msprop,0.7599421819628706
dataset_name,RF,LCB,150,27.83209800720215,0.2434724039669858,0.22845690765641913,0.023266481021822542,0.5249095315209806,0.08653832771505125,1,500,70,msprop,0.7602111147103561
dataset_name,RF,LCB,151,30.847681760787964,0.20548851372216162,0.20690698137198502,0.003949892117120368,0.525799672448236,0.09782584592043478,2,500,74,msprop,0.7603602955431008
dataset_name,RF,LCB,152,28.347882747650146,0.21370393567841703,0.2166532179912762,0.012907932261216134,0.19557407410386504,0.09901766770744176,1,500,71,msprop,0.7590493492062118
dataset_name,RF,LCB,153,27.40842056274414,0.21850613892046492,0.21833865145404133,0.009724935833865486,0.42413854558305164,0.08414658560501023,1,500,70,msprop,0.7608721410454344
dataset_name,RF,LCB,154,17.248801946640015,0.21571465959453423,0.21128164406769637,0.008797045582855427,0.5246590578665331,0.08249715814335365,2,500,54,sgd,0.760503217952196
dataset_name,RF,LCB,155,15.64850640296936,0.19630510118551336,0.1967767536368812,0.011279658321361822,0.5251169836669757,0.07524965059615332,1,100,52,sgd,0.760525995422463
dataset_name,RF,LCB,156,30.032229900360107,0.21551648791985076,0.21868489093657173,0.022155925763734433,0.3705490021425645,0.08622376738624267,3,500,73,msprop,0.7601376517757301
dataset_name,RF,LCB,157,17.715864896774292,0.1932394449502663,0.19062585993136372,0.006431210420980308,0.525638880013674,0.09959983900030425,1,300,55,adam,0.7597735251146882
