dataset,surrogate model,acquisition function,num_iteration,time,Median(model_runs),Mean(model_runs),Standard_Deviation(model_runs),dropout,learn_rate,num_layers,num_neurons,num_topics,optimizer,WordEmbeddingsInvertedRBOCentroid(not optimized)
dataset_name,RF,LCB,0,56.474968910217285,0.20109133395177228,0.20040141616617158,0.009286464763269846,0.12621642183465895,0.020007822826798572,1,200,70,msprop,0.769463144761398
dataset_name,RF,LCB,1,55.30388951301575,0.22154863515372536,0.21866429150954345,0.012043493197392858,0.6372671870612787,0.04365527334495896,2,750,54,sgd,0.7708602530942594
dataset_name,RF,LCB,2,110.83362531661987,0.21785769878056052,0.22144771537307326,0.009978652633164027,0.8567683997951295,0.09143915707046532,2,500,91,adam,0.7696347517070938
dataset_name,RF,LCB,3,68.25766038894653,0.19125359347455834,0.1899521739344574,0.0031502889091365592,0.34873759524970893,0.07901211383333899,3,100,85,msprop,0.7675686454336144
dataset_name,RF,LCB,4,61.50272607803345,0.20220800177315745,0.20462617792335566,0.006191199361639168,0.5332587983173067,0.02108844748640826,2,500,64,adam,0.7713777048381896
dataset_name,RF,LCB,5,76.48283004760742,0.1874076290320398,0.18688260497433976,0.0058504011940253555,0.5335601564025165,0.03900113841027072,3,1000,75,msprop,0.7679110301124304
dataset_name,RF,LCB,6,83.28802466392517,0.19060989384847268,0.18646373677495895,0.011811644211915821,0.48284782985469776,0.02671939931786882,3,750,85,adam,0.7682036501512911
dataset_name,RF,LCB,7,69.32568526268005,0.201995101941661,0.20756456165321047,0.009051810476200269,0.4742350728629862,0.0346142142045204,2,750,70,sgd,0.7691551226138034
dataset_name,RF,LCB,8,40.844385385513306,0.2041395552886806,0.20314901427148244,0.002079350734204398,0.6655650253221778,0.06172846921447116,2,200,60,adam,0.7684803921412918
dataset_name,RF,LCB,9,62.18776726722717,0.21039975760484345,0.20660492297312635,0.010852190160487411,0.6044038959557446,0.09041904447250919,2,100,78,adam,0.7683522092202861
dataset_name,RF,LCB,10,40.14014267921448,0.21276605871751492,0.21065284377827773,0.009714799123653277,0.780530699278846,0.04552135731299259,1,500,51,adam,0.7715744801986902
dataset_name,RF,LCB,11,72.7741105556488,0.21046437928071923,0.20471329669330432,0.017909135314819857,0.6854787326068471,0.046955309697942316,3,500,76,msprop,0.769464974424119
dataset_name,RF,LCB,12,67.8777346611023,0.20630107825010124,0.20678089644691508,0.005191657879724232,0.5931946003046674,0.04208153005071579,3,500,76,msprop,0.7678111142553
dataset_name,RF,LCB,13,99.55578684806824,0.2114123471448911,0.21050551159608058,0.004420528482590841,0.8704634571396018,0.03940729628364727,2,1000,69,msprop,0.7693981296834858
dataset_name,RF,LCB,14,54.69607877731323,0.19658896938836865,0.2242854179251708,0.05483061609788806,0.750936839810238,0.026720674800698077,3,500,51,adam,0.7703628678749467
dataset_name,RF,LCB,15,91.25374746322632,0.2061024159717356,0.222822381617899,0.033432953444015055,0.8463052846001666,0.04322197885060415,3,1000,54,sgd,0.7735013825885602
dataset_name,RF,LCB,16,41.953821659088135,0.21035852959655696,0.21421117435079304,0.008898790088328,0.5663160695729346,0.09093060069818171,2,100,53,sgd,0.766492347004025
dataset_name,RF,LCB,17,106.42125868797302,0.210395272056594,0.20024820920080708,0.016009517609930406,0.5537583309374046,0.07610792180922817,2,500,98,sgd,0.7678240008347007
dataset_name,RF,LCB,18,31.510825157165527,0.2174295924183888,0.21190015219283365,0.014478291053937132,0.6498359098835783,0.037961432663811114,2,100,53,adam,0.7690286530282515
dataset_name,RF,LCB,19,35.92286133766174,0.21871556009887616,0.21292579980419132,0.01851110487679022,0.6464137624338323,0.00955206417914298,2,200,50,adam,0.7686905050127621
dataset_name,RF,LCB,20,42.971500396728516,0.20021261087905265,0.20057378717731944,0.00898592834573221,0.6437975381173132,0.03196124718125379,2,200,57,adam,0.7679109887362869
dataset_name,RF,LCB,21,75.92968535423279,0.22812118187141903,0.22400907292621783,0.013528516112434068,0.6546101197068619,0.03309297073507033,2,1000,55,adam,0.7728367095109724
dataset_name,RF,LCB,22,76.97709679603577,0.23040192573095003,0.2336025901022651,0.00717400317197904,0.6466463233694948,0.009421181809852675,2,1000,53,msprop,0.7697486545961174
dataset_name,RF,LCB,23,71.40552258491516,0.2528033316718811,0.256272618478038,0.020050007707654204,0.6467651281207837,0.01308742910351831,2,1000,56,msprop,0.7691571754828262
dataset_name,RF,LCB,24,75.77564787864685,0.20039981678309926,0.20618087333189702,0.010371978072932036,0.643604667112123,0.012142300168338536,3,1000,53,msprop,0.7714203966828443
dataset_name,RF,LCB,25,80.28758478164673,0.23975311427021356,0.2405036762597291,0.01771773690661174,0.8043091479477681,0.0047119251585399854,2,1000,56,sgd,0.7714241785058462
dataset_name,RF,LCB,26,84.46041750907898,0.19251813466107529,0.1890831150673096,0.031207594510314667,0.7642301479339131,0.003922015836531923,3,1000,56,adam,0.7718647903061454
dataset_name,RF,LCB,27,51.79260468482971,0.20834607564335447,0.2156371714969975,0.011924974218138094,0.40489842830355305,0.013901076331430808,2,1000,55,sgd,0.7697025714395658
dataset_name,RF,LCB,28,111.11027812957764,0.20454562204588358,0.20174968124398515,0.005464886806571498,0.6641180695600468,0.008292447248808048,2,1000,84,msprop,0.7701773906268047
dataset_name,RF,LCB,29,79.043466091156,0.24181174701087718,0.23688890521272232,0.02487344039060576,0.7676689725314806,0.008250897470540475,2,1000,54,msprop,0.7687036269864775
dataset_name,RF,LCB,30,79.6149160861969,0.2390360022936525,0.241343575617208,0.003981950689619845,0.8008933256477434,0.006637758531214022,2,1000,50,adam,0.7718784276194888
dataset_name,RF,LCB,31,79.81259894371033,0.21421599716196124,0.23264931610642212,0.026955740531963014,0.8028716921940497,0.0026438285501327167,1,1000,56,msprop,0.7742994749046573
dataset_name,RF,LCB,32,38.12092399597168,0.19298109269022895,0.1992780578114505,0.01086930557390113,0.7178269295749495,0.0052647017034221115,2,100,56,msprop,0.7679285213550485
dataset_name,RF,LCB,33,55.51532530784607,0.20372632123282605,0.2078574500342846,0.013148660417703772,0.38963135619301276,0.007559645343510773,2,1000,51,msprop,0.7695405752472729
dataset_name,RF,LCB,34,78.76190853118896,0.21770199809152052,0.22201111346550265,0.016596599620384837,0.6649901519005399,0.0018999912879124326,2,1000,55,msprop,0.7730454842033379
dataset_name,RF,LCB,35,75.70774245262146,0.22691604246493788,0.23090358135266223,0.025286100843294232,0.6483218799036885,0.012203069418289771,2,1000,54,sgd,0.770211196228513
dataset_name,RF,LCB,36,76.3983724117279,0.22217730200405364,0.2261535326648486,0.015961250412390066,0.7766634130867667,0.016037048155765097,2,1000,58,msprop,0.7724598185561937
dataset_name,RF,LCB,37,84.89987826347351,0.28470838722574204,0.2763473839368662,0.015758708232793805,0.8587596231535853,0.003211706802563355,2,1000,57,sgd,0.7703711501437911
dataset_name,RF,LCB,38,96.94365906715393,0.22840708726813677,0.2294109013358259,0.014211650672068305,0.8911021139012414,0.0028045517216363086,1,1000,69,sgd,0.7693991933547807
dataset_name,RF,LCB,39,102.17711138725281,0.20419823744219698,0.21308406632811364,0.015329733915266658,0.8518996740644375,0.0014588226395417414,2,1000,80,sgd,0.7707150035247985
dataset_name,RF,LCB,40,86.99569582939148,0.2135808677851817,0.2144879186393466,0.0027154426380425955,0.8640733070209969,0.0028926911033142428,3,1000,52,sgd,0.7729359633611553
dataset_name,RF,LCB,41,81.5232789516449,0.26712284240421197,0.2445545980277609,0.0344050504017805,0.8670386002119265,0.004876185545340753,2,1000,51,msprop,0.7725245939855822
dataset_name,RF,LCB,42,64.50428366661072,0.22865787907677246,0.2299412197924018,0.03923482862299282,0.865090662533894,0.005604102517727818,2,750,50,sgd,0.7709196549720694
dataset_name,RF,LCB,43,56.34310483932495,0.24592929256326612,0.24667924466014798,0.010334445099230248,0.8803249091528285,0.004729661112854288,2,300,57,sgd,0.7711139472268987
dataset_name,RF,LCB,44,76.11429572105408,0.21771157193896692,0.22101106467860043,0.021117432456849296,0.8988812455567009,0.004123940327235489,2,500,62,sgd,0.771333891658786
dataset_name,RF,LCB,45,64.69847416877747,0.2439498368722458,0.2468387980448331,0.015132699023506257,0.8695383967510414,0.006653556731551515,2,750,50,adam,0.7713406129582403
dataset_name,RF,LCB,46,74.39121127128601,0.23325140391921007,0.22659411115859804,0.013970280967370088,0.8598697807846157,0.008908014231432775,1,1000,52,sgd,0.7719986549056878
dataset_name,RF,LCB,47,77.98859572410583,0.2296442095542901,0.23577963415478023,0.018130085004081257,0.8844914845868458,0.003083575614275908,2,1000,56,adam,0.7699000466351174
dataset_name,RF,LCB,48,41.17871427536011,0.20280333777867415,0.20591396603106962,0.004557055267977108,0.8646953840297035,0.004998929251778632,3,100,56,msprop,0.7669894520995945
dataset_name,RF,LCB,49,75.07411170005798,0.23193688733651624,0.23462059742550645,0.013385314768290654,0.8663123905554282,0.04747679737382236,2,1000,51,sgd,0.7722977126169387
dataset_name,RF,LCB,50,76.47557592391968,0.22236780040293314,0.22479831559719202,0.0049551816104634995,0.8671216400293164,0.003066469961700358,2,1000,53,adam,0.7700751650431845
dataset_name,RF,LCB,51,70.69111227989197,0.23295367395800418,0.2348889340860046,0.003256640016470244,0.8590446828949004,0.004986943301059122,2,750,55,sgd,0.773414245738024
dataset_name,RF,LCB,52,85.84068536758423,0.2289717487423832,0.23354966032465466,0.010581144614361413,0.8648119934551008,0.0046035269701272235,1,1000,58,sgd,0.7729433778844726
dataset_name,RF,LCB,53,81.7765257358551,0.23444558588030093,0.22835547760980549,0.013734591713679103,0.8577929644481872,0.005299903569073649,2,1000,56,adam,0.7717593761616712
