dataset,surrogate model,acquisition function,num_iteration,time,Median(model_runs),Mean(model_runs),Standard_Deviation(model_runs),alpha,eta,num_topics,WordEmbeddingsInvertedRBOCentroid(not optimized)
dataset_name,RF,LCB,13,25.222649335861206,0.21405013844105542,0.21806025946966268,0.008470923121596549,0.9901280874817913,7.170593748098803,56,0.7587432312687185
dataset_name,RF,LCB,14,24.516690254211426,0.24520944286700483,0.23551244773414526,0.015265127291942925,0.3477785007446899,6.503897471616965,56,0.7586127291154557
dataset_name,RF,LCB,15,51.92037081718445,0.2545164621096402,0.25022133625285337,0.011277939691407371,0.11423238777965608,6.691732694860862,91,0.7598564408371266
dataset_name,RF,LCB,16,38.846357583999634,0.23355951038013717,0.23892651383549954,0.010491936735681382,0.41869022711788134,8.727543961290579,74,0.7594217537208013
dataset_name,RF,LCB,17,60.32951831817627,0.2506949227240028,0.2501590631728097,0.0011344879943254158,0.14606903752706538,7.150233318494143,97,0.7595693349563984
dataset_name,RF,LCB,18,56.067354917526245,0.24397380100995858,0.2474714488013039,0.009535382414333306,0.31793212698364454,7.003505935686518,92,0.7580752775010074
dataset_name,RF,LCB,19,46.734694957733154,0.24316956322388456,0.23381325003305012,0.014986997193532242,0.3721578423605101,3.03678896937685,85,0.7594959244543347
dataset_name,RF,LCB,20,50.67335295677185,0.235850761071199,0.23498729474056015,0.0017298979919851396,0.6223802282100838,1.848819934461948,89,0.7578444654076234
dataset_name,RF,LCB,21,57.82517170906067,0.2420429731823021,0.24747508044334002,0.008542801823306858,0.041451500264260824,8.537156519725173,95,0.7595556858288867
dataset_name,RF,LCB,22,56.03478193283081,0.22103066919146042,0.22348828526763967,0.00429814995276161,0.689871955501555,6.391708314204683,94,0.7576505856631419
dataset_name,RF,LCB,23,18.89133334159851,0.2233253883404571,0.22697959908739826,0.005283521170285198,0.11841091120123902,2.0942457403115444,50,0.7590178647232602
dataset_name,RF,LCB,24,23.97014617919922,0.23245918910080024,0.23148130015271964,0.012240468873061981,0.08495818148064638,5.651696201011165,59,0.7593995040793343
dataset_name,RF,LCB,25,50.497305393218994,0.22937754476810443,0.22860695868833344,0.0011131574055410363,0.6019884460645177,8.640523985660632,91,0.7586901099811105
dataset_name,RF,LCB,26,22.635695219039917,0.23837171060875662,0.23874042224773473,0.0005386619023197515,0.008857732668693923,6.4319636464870085,54,0.7594456614371102
dataset_name,RF,LCB,27,34.450896978378296,0.24675979808499443,0.23889482418809163,0.012065159622256707,0.11756296149133932,6.727868277571068,71,0.7595366957326966
dataset_name,RF,LCB,28,27.434997081756592,0.24361728383298079,0.24429155662241367,0.005550971616385823,0.1764558400640234,6.5535342278758,59,0.7589466520278713
dataset_name,RF,LCB,29,47.04635787010193,0.2506739143518953,0.24932672630406127,0.0052357838853173255,0.10949362622413081,6.482162926545499,82,0.7598797861663575
dataset_name,RF,LCB,30,39.62706708908081,0.2410317380214396,0.2428613385220109,0.021466376142378393,0.1349288942257872,6.686355073161829,80,0.7592912207995919
dataset_name,RF,LCB,31,42.00866961479187,0.24144537187412124,0.24198399941729024,0.009027340407699069,0.09487520065725168,8.37475973589913,83,0.7592494930460809
dataset_name,RF,LCB,32,49.800530433654785,0.25925886720934704,0.256078552993137,0.011616907927143762,0.11040969552708114,6.193255503030865,92,0.7591684810782526
dataset_name,RF,LCB,33,61.694615602493286,0.2460673483779815,0.24647419974094179,0.0041648734330095435,0.113935099456499,0.5543710228825689,100,0.7586561633979315
dataset_name,RF,LCB,34,60.52275729179382,0.2528511557506618,0.25390783414801926,0.006943256192764548,0.022942286887625864,6.243724458532514,98,0.7596205724409426
dataset_name,RF,LCB,35,51.06643509864807,0.24790643153460856,0.24720646645568153,0.0034385497982302986,0.11586891100091243,3.6530369973655215,92,0.7598472562711823
dataset_name,RF,LCB,36,52.29887127876282,0.25135273338346775,0.24623175512158665,0.008752586055696501,0.10283729865380414,3.7829835373982164,91,0.7590475204654029
dataset_name,RF,LCB,37,49.47617316246033,0.2548453243552449,0.2499232610760115,0.010198474001808256,0.034331335950469076,5.973886607779316,88,0.7590262747631619
dataset_name,RF,LCB,38,47.77560234069824,0.26469571575853273,0.2579010668404879,0.01202560196745631,0.0088860579131901,5.433375909583994,89,0.759209983740007
dataset_name,RF,LCB,39,46.346919775009155,0.254110289861483,0.258589985437273,0.011386259451545361,0.021349616067519672,3.1252651849631974,87,0.7591730236546472
dataset_name,RF,LCB,40,41.00977849960327,0.24065179229331465,0.24680003547509755,0.016353459813151817,0.025736482229386386,2.452634561871348,82,0.7591042549257319
dataset_name,RF,LCB,41,48.8810031414032,0.2505660771821468,0.24825578531476186,0.003947368113347125,0.055772243617030905,1.7612192452393685,90,0.7593798770087734
dataset_name,RF,LCB,42,48.57890057563782,0.24802811064842373,0.24989517805789765,0.01056468197919844,0.0402740301910332,4.808385890227882,87,0.7590254727196966
dataset_name,RF,LCB,43,48.13335585594177,0.2578951704434988,0.25168663980370676,0.009172078044771579,0.014448271918786258,1.0971099725933036,88,0.759931903242114
dataset_name,RF,LCB,44,46.805721282958984,0.23740973336624482,0.2445648850114511,0.013354101048923206,0.02315661412694968,1.8193200866897985,86,0.7594057189074729
dataset_name,RF,LCB,45,60.180909156799316,0.24667580780460172,0.2534015000748829,0.02203183044515891,0.018937193984550814,9.39689628284843,99,0.7594762644989927
dataset_name,RF,LCB,46,49.01111674308777,0.25009782429580285,0.24917131127751738,0.011708536154338336,0.019387331372234647,3.021944876015145,87,0.7596790351273529
dataset_name,RF,LCB,47,50.60760164260864,0.23307822975125592,0.2324698684987918,0.009020436520623877,0.3764562826938364,5.643486249933535,89,0.7590116460745744
dataset_name,RF,LCB,48,50.243083000183105,0.2549456177197322,0.2500273721500546,0.015593426124313874,0.3137497256287328,5.162261944875353,90,0.7588016963414782
dataset_name,RF,LCB,49,46.704073667526245,0.2312416062580752,0.23157109303421064,0.0077818406751396715,0.306036989254211,5.933028558390142,87,0.759224539790056
dataset_name,RF,LCB,50,50.50193786621094,0.2416233705098885,0.2468781718778681,0.009257981709950711,0.15176466309067288,4.891091709816382,89,0.7595390636031317
dataset_name,RF,LCB,51,51.90062594413757,0.24107991585609567,0.23697075455946437,0.006970906241547407,0.0011611845832377203,6.46884316214021,89,0.759198096437564
dataset_name,RF,LCB,52,50.63719439506531,0.23175256272705747,0.2367315732098915,0.014334082483888304,0.02036433775141131,6.128411086057593,87,0.7591814959392753
dataset_name,RF,LCB,53,57.72075128555298,0.24269997113540562,0.24157224435322402,0.016895981187990523,0.016340774389946133,5.883935968119717,95,0.7596792373046503
dataset_name,RF,LCB,54,49.39951777458191,0.2563449349748958,0.24990307838656542,0.010304904062634028,0.006161250422281293,1.124004162086604,88,0.7603923522338211
dataset_name,RF,LCB,55,47.842801094055176,0.2578275386339746,0.26012174525472004,0.00344268488142064,0.06951586505909586,5.8338836053333205,88,0.7596590652958035
dataset_name,RF,LCB,56,50.07401204109192,0.24760133472994755,0.2500889894538663,0.005101151441620384,0.011235763858636144,6.170480609357448,89,0.7599069623329351
dataset_name,RF,LCB,57,50.29559135437012,0.2497073269502956,0.2516917190109809,0.005845978265351644,0.14674577186983057,4.008923023605067,88,0.7589363089001864
dataset_name,RF,LCB,58,48.65598177909851,0.24901197828166707,0.25676927885598605,0.011060770532532332,0.013896554141721432,0.38607228144798084,88,0.7596142473895346
dataset_name,RF,LCB,59,48.71646285057068,0.2533619651632991,0.24930089599123353,0.012032952249411902,0.07993844669735413,6.089270589050034,88,0.7593375651654936
dataset_name,RF,LCB,60,51.92692804336548,0.2584391889825974,0.2564621113069337,0.006119110651305576,0.28847529018106416,5.217043685521619,90,0.7592308217946352
dataset_name,RF,LCB,61,49.3814537525177,0.24903256909904828,0.24979141892498888,0.011909196154470138,0.336637153435996,5.600133182650917,88,0.7594382556858295
dataset_name,RF,LCB,62,51.539310932159424,0.24217594359849626,0.2414841320401696,0.013701529692970373,0.05970398041516925,5.768070520726255,89,0.7594029551291358
dataset_name,RF,LCB,63,51.76844573020935,0.24814621305754597,0.24853982884805323,0.001605567998762898,0.2363144251757671,5.269901976511692,90,0.759581611889382
dataset_name,RF,LCB,64,59.650253772735596,0.23867207829975867,0.24598928421985808,0.013364064269803277,0.008278847122000544,2.821885696915888,98,0.7592304301952986
dataset_name,RF,LCB,65,49.74948787689209,0.25065290191323764,0.2533322044507158,0.0073267484613580465,0.003971329143184908,2.3308166647809303,88,0.7593928407227517
dataset_name,RF,LCB,66,51.52068829536438,0.24488913504361562,0.2510741897496595,0.01347996498736344,0.026818671435911733,6.928428715672529,88,0.7589587541225656
dataset_name,RF,LCB,67,52.630131244659424,0.24211898326515696,0.24200644413621553,0.016768573894309212,0.30695254866745575,5.896613988285539,90,0.758976106019228
dataset_name,RF,LCB,68,50.546862840652466,0.25292408758091833,0.24971335634352906,0.006747721274801643,0.07727770392656633,5.618129914499947,90,0.759421157445364
dataset_name,RF,LCB,69,51.20879340171814,0.2548770841974856,0.25189846430426227,0.008770635961677133,0.005062100077128286,5.4064313792959275,89,0.7596183257553811
dataset_name,RF,LCB,70,49.50351428985596,0.233848906703207,0.2352534314868773,0.006058852414049204,0.006158744943310392,2.910369642288624,88,0.7599611574872749
dataset_name,RF,LCB,71,52.60462307929993,0.25950363731134807,0.25946778770326645,0.003247569795061945,0.06557486315849306,5.5005355932453535,90,0.7597933897253238
dataset_name,RF,LCB,72,53.51863384246826,0.25047324906966834,0.25251103701669037,0.005138470026618025,0.004060125922534675,5.190913835563467,92,0.7594473378928294
dataset_name,RF,LCB,73,48.85786175727844,0.2451165737859939,0.24454417602359013,0.0025287178613880253,0.00868453794612356,4.183229927952489,88,0.7588706205647939
dataset_name,RF,LCB,74,53.03043532371521,0.24737828161717357,0.241766076830051,0.017473692162792504,0.06393554065644068,5.7689051310068,93,0.75983024863584
dataset_name,RF,LCB,75,50.88687252998352,0.25655909994506326,0.2532052383828041,0.008765897722100326,0.00868280822329322,5.376551580900856,89,0.7601649030766524
dataset_name,RF,LCB,76,54.30441212654114,0.253177534232389,0.2535419373151642,0.00955100832980105,0.0034754147390341104,5.345716416697067,91,0.7595911247882359
dataset_name,RF,LCB,77,50.36610746383667,0.2473892890500964,0.2554737962619122,0.015624920093479516,0.01862635488899082,5.407632176171018,90,0.7591884144118726
dataset_name,RF,LCB,78,52.217374324798584,0.24975036928936006,0.24656578894355316,0.007171196419244858,0.07725286349092599,6.089162821149603,91,0.76011838155762
dataset_name,RF,LCB,79,56.54773306846619,0.24784033153865728,0.25436295669155023,0.015081365057962617,0.10241671239554678,5.3272809628613365,94,0.7592939750492198
dataset_name,RF,LCB,80,50.50031042098999,0.2509600298275846,0.2487389242859609,0.0061193239761183574,0.07402117026206241,5.8242394439990965,89,0.7594774640192565
dataset_name,RF,LCB,81,62.867024183273315,0.24985452764878008,0.2493050162873727,0.007076997434945658,0.02561280221690406,5.332860484673952,88,0.7595474858790092
dataset_name,RF,LCB,82,47.19927740097046,0.2404424872649233,0.24171291820025606,0.013012171820073077,0.08690849801934288,0.19119578241576085,87,0.7598805025864926
dataset_name,RF,LCB,83,51.83767604827881,0.2678735933696533,0.2633083987328093,0.006920760839210745,0.008922529301451616,3.8114611783130683,91,0.7601143376548516
dataset_name,RF,LCB,84,3510.920639514923,0.2406427430962275,0.24228675078431117,0.0023270682965807372,0.01271950926217643,0.36012820178790084,88,0.7602995622360122
dataset_name,RF,LCB,85,48.90482783317566,0.2524044689688684,0.25260470519544626,0.001367030895981104,0.011658232585049728,3.445597508488886,91,0.7589671124882325
dataset_name,RF,LCB,86,48.26564002037048,0.22661571241314896,0.2274100859081415,0.00376397670007028,0.35936127387405514,4.428829301356969,90,0.7586748073048781
dataset_name,RF,LCB,87,51.56868624687195,0.24503512091271218,0.24243059645821807,0.011508688286594036,0.009976514068573115,9.386166422310849,91,0.759297401989051
dataset_name,RF,LCB,88,53.8550021648407,0.25427900884341925,0.2573394687819544,0.012518078719791886,0.01521177974405849,2.7345318778112255,92,0.7591891462434799
dataset_name,RF,LCB,89,53.35848259925842,0.2553280316627332,0.2540738267631539,0.004001076629076463,0.011278077148513067,0.5705772549370197,91,0.758926706910813
dataset_name,RF,LCB,90,54.14473628997803,0.25969792122238955,0.258410927044165,0.006388798115634589,0.008769208807327119,4.876757059269633,93,0.7599612923414453
dataset_name,RF,LCB,91,52.81805610656738,0.24487337232158526,0.24356003151093805,0.0021647985369020483,0.0057879666947337725,5.581069552312668,92,0.7595586333712351
dataset_name,RF,LCB,92,56.247143507003784,0.249897812065914,0.24978000747950815,0.0065804016287400145,0.013174238701077798,4.765663086068613,96,0.7593989858771752
dataset_name,RF,LCB,93,49.6476035118103,0.2580775295866528,0.25441341312900695,0.008219904121377639,0.009409397900105771,2.9309576092299388,89,0.7585990732129778
dataset_name,RF,LCB,94,51.60998058319092,0.2313938805882603,0.23368764077053197,0.018078240905159165,0.339178387784871,2.194037080304546,91,0.75983222560195
dataset_name,RF,LCB,95,49.967941761016846,0.2508204845660945,0.256814692436593,0.016332251913917423,0.007332146007456578,4.760915944715703,89,0.7591447267897491
dataset_name,RF,LCB,96,50.783397912979126,0.26069880071137536,0.25624603972192445,0.007012481659518111,0.13079048663455392,2.452115287622122,90,0.7596755193502287
dataset_name,RF,LCB,97,52.21656894683838,0.25226369773843665,0.2466309598364019,0.009176442245880722,0.26596521503655646,2.0820314443390524,90,0.7591237762739992
dataset_name,RF,LCB,98,50.56166386604309,0.2560033432724094,0.2548131472676382,0.006173433914539543,0.06708598526129705,2.5887552251186077,88,0.759950319657033
dataset_name,RF,LCB,99,54.546974897384644,0.23867692473889365,0.23900231798218505,0.004400021262021458,0.17878489437848924,2.509228334246201,92,0.7591216801923416
dataset_name,RF,LCB,100,53.53419589996338,0.25002998328697246,0.247573104376829,0.004503990697675825,0.0061671293434632695,3.5891678087485364,91,0.759664796726677
dataset_name,RF,LCB,101,52.866554260253906,0.2558183448035848,0.2506789996478733,0.012581875518486918,0.30237071568455726,1.1552263311381068,90,0.759826582513098
dataset_name,RF,LCB,102,60.76059293746948,0.24652965538313285,0.25434817073720334,0.011832595028936976,0.009145083041502262,1.5804537818270115,98,0.7598998749112866
dataset_name,RF,LCB,103,52.95678091049194,0.251689950218524,0.25286226390347216,0.0070741603801174145,0.008654781050985483,1.0330714082891765,90,0.7593620587945568
dataset_name,RF,LCB,104,52.767791509628296,0.2383397032838694,0.23987364983562828,0.0028190536006416256,0.13603942970747432,2.330755398574713,90,0.7595866341960429
dataset_name,RF,LCB,105,52.82465982437134,0.2545066473314603,0.25090921835276575,0.013068580833630904,0.13121322447255512,1.4928385864653004,90,0.7590280914732728
dataset_name,RF,LCB,106,49.909483909606934,0.23252132546237947,0.23708040500539432,0.012682495906166843,0.28832775236343805,2.2859995557385364,89,0.7592053064228722
dataset_name,RF,LCB,107,51.60029625892639,0.24066471678110574,0.24144223514412777,0.004493206541316744,0.21158954025341428,1.3325014770413055,90,0.7595554493970442
dataset_name,RF,LCB,108,52.7775354385376,0.23640284405589654,0.23363803696945043,0.011913767060248838,0.10183166599550131,2.4853939739433586,91,0.7596268875458074
dataset_name,RF,LCB,109,50.80838751792908,0.24178007063855889,0.2433652529813457,0.005480613337584492,0.2692013658275132,1.1704905742194236,89,0.7589482150022885
dataset_name,RF,LCB,110,48.919114112854004,0.2438640224682305,0.2448440296213575,0.008031543605290058,0.06363765282322474,2.239688728612713,88,0.7594516913314417
dataset_name,RF,LCB,111,51.39932179450989,0.24351174733975245,0.24623013297412433,0.009662354204502491,0.009057991550364169,3.6141841880762895,91,0.7601619816332503
dataset_name,RF,LCB,112,50.61158037185669,0.23757413688997242,0.24085788369754732,0.007892699974579675,0.12527847414464913,1.61988290895132,90,0.7590736194460417
dataset_name,RF,LCB,113,48.99437189102173,0.24732957935018554,0.24280984883865908,0.007202928932771693,0.28601822099728275,0.8257294816426135,88,0.7597071760376632
dataset_name,RF,LCB,114,50.121267318725586,0.24317443615379256,0.24679307615615378,0.01030780246871762,0.28657248402629587,3.8350911464451625,90,0.7587445623355592
dataset_name,RF,LCB,115,48.568674087524414,0.247446801990602,0.24544473206158304,0.003205070634487516,0.09144875291312847,6.210703873511826,88,0.7600988179158424
dataset_name,RF,LCB,116,51.961129665374756,0.2366307279512926,0.2368398131540618,0.00196774072743269,0.10081243498522639,2.6584596843945207,90,0.7595937838111554
dataset_name,RF,LCB,117,51.001824140548706,0.23466606436240092,0.2449075494240599,0.026334787699958683,0.07192405150193798,2.882046785979582,89,0.7592063501923824
dataset_name,RF,LCB,118,31.53121280670166,0.2545307681023696,0.24761137728366553,0.010897254419960882,0.009301181289361748,3.7796616746129037,66,0.7591981000832502
dataset_name,RF,LCB,119,44.798545837402344,0.2502143271303128,0.2459014673375871,0.014589341358524867,0.008725840238780813,4.659547729741518,83,0.7597876237495602
dataset_name,RF,LCB,120,35.535579442977905,0.24358911379419165,0.244162676822513,0.008901395428043428,0.0034334785931604255,5.532937492411959,72,0.7591801670803708
dataset_name,RF,LCB,121,21.500471830368042,0.22812574196424645,0.23895213712218144,0.01918009415320625,0.014744065131611174,5.477349645774653,53,0.7585793966165615
dataset_name,RF,LCB,122,25.904231309890747,0.2473492767290938,0.24192041385368612,0.010711584814783343,0.009677210458910606,4.973679575774325,60,0.7595855495945285
dataset_name,RF,LCB,123,54.56348276138306,0.23637468493859948,0.2454586920680779,0.01720861503541085,0.13077860900146804,2.347802287926584,93,0.7590698837551716
dataset_name,RF,LCB,124,59.8050012588501,0.251105129783298,0.2507618583696522,0.0020841776999847416,0.13236796088136651,5.463150341961339,98,0.7596374979639954
dataset_name,RF,LCB,125,54.832714319229126,0.24300912574558564,0.24160385533509268,0.009903727214505647,0.34378744196984184,5.5068642587382355,93,0.7585239213354518
dataset_name,RF,LCB,126,28.52203607559204,0.25364932109980354,0.2530596945977787,0.013682178992780392,0.07990679447103552,5.449598800855073,63,0.7596672725509027
dataset_name,RF,LCB,127,54.72873854637146,0.25288523521115114,0.25408408339026267,0.009612620442391579,0.008733447807090159,3.7292777889012583,93,0.758794310065828
dataset_name,RF,LCB,128,39.76235485076904,0.24753650981104408,0.24805614016568953,0.0037637728026810135,0.06476016358579513,5.399737757460635,77,0.7596276060435412
dataset_name,RF,LCB,129,19.53315305709839,0.23427970260885497,0.2374112561830762,0.0090820744563305,0.014595857639643509,1.0145192294521863,50,0.7589493159484549
dataset_name,RF,LCB,130,36.642069816589355,0.24218531240874677,0.24707667869757635,0.008735154307265066,0.009168572180727974,5.5275079075954245,73,0.7591205785192876
dataset_name,RF,LCB,131,25.766896724700928,0.23610031883357105,0.23121232014250892,0.008055059291021908,0.00899334962538503,3.6492921962180214,59,0.7597522498599925
dataset_name,RF,LCB,132,51.94729995727539,0.24687954808503448,0.2477577511790167,0.004835222133342475,0.12617986247330862,6.029504403509248,90,0.758946981038595
dataset_name,RF,LCB,133,46.06143379211426,0.2463577167387006,0.24293702345895016,0.009124984299030912,0.11216588793655051,5.438906098035166,84,0.7586724498463021
dataset_name,RF,LCB,134,37.36361598968506,0.2599091320804069,0.2567785748438164,0.004987871819769531,0.009037890449664965,5.476369527210073,74,0.7588263021768243
dataset_name,RF,LCB,135,31.30141830444336,0.2460958912593959,0.24534785366132839,0.0087698717092365,0.009129259984298688,3.911561216575204,66,0.7601435767497126
dataset_name,RF,LCB,136,52.20658254623413,0.24129731018153702,0.2453842478661725,0.008280995711629102,0.12006533390462712,5.449873076881557,90,0.7591458894387451
dataset_name,RF,LCB,137,61.06987810134888,0.23828495401899907,0.24493015351268466,0.012156439492926033,0.008764344193843141,2.5204372291024773,98,0.759016508758019
dataset_name,RF,LCB,138,62.30849862098694,0.25244916842212306,0.25003067889932723,0.005988507001820293,0.3185977069685998,5.08179153321907,101,0.7596541037944343
dataset_name,RF,LCB,139,30.499892234802246,0.262535888916532,0.2640445969268509,0.013172062618466257,0.008960514173535696,2.9991183403492,66,0.7589296879797123
dataset_name,RF,LCB,140,46.991684675216675,0.24681078333754142,0.2423741938781676,0.009324371261812642,0.008897206230627536,1.4275213566874456,86,0.7604769872732531
dataset_name,RF,LCB,141,49.51793622970581,0.25122155121662315,0.25217629610677994,0.0017558950255536527,0.0089625547891947,1.285780557045151,89,0.7587772835580787
dataset_name,RF,LCB,142,31.122820138931274,0.2547465078692862,0.25734832576099387,0.006350180522572913,0.004944420048207591,3.049268943838561,67,0.7591726393985586
dataset_name,RF,LCB,143,25.379207372665405,0.26038050474098956,0.25627793291120526,0.006146466190103508,0.010063672979468495,3.0970198331902594,60,0.7584827839049163
dataset_name,RF,LCB,144,34.268532514572144,0.2515735193140171,0.2526567944444581,0.0026109377572454606,0.005852491158750846,2.935232473738316,71,0.7591294085375611
dataset_name,RF,LCB,145,27.436195850372314,0.24331546592049064,0.25187298456280655,0.014897514676924383,0.13877646594720786,2.984881209648921,62,0.7594111004871108
dataset_name,RF,LCB,146,62.67614483833313,0.2424470395390976,0.24500075044246436,0.004955249969749747,0.33933655758650055,3.2879142036240716,101,0.7593184203591792
dataset_name,RF,LCB,147,37.99893307685852,0.2366131764130438,0.23979399741811766,0.006792214830719712,0.008891961274354803,3.5726809753676316,75,0.7592320706636204
dataset_name,RF,LCB,148,56.33403301239014,0.2553089905101667,0.25637106314246383,0.00952090431757575,0.008762002741054164,4.319029411652082,95,0.7597162888607708
dataset_name,RF,LCB,149,44.60597085952759,0.27107425757750264,0.2632737261477743,0.01212115960461343,0.06722005685563762,2.9256141216691276,83,0.7596608368752118
dataset_name,RF,LCB,150,53.3683135509491,0.24723726603560653,0.24681369536150566,0.0045027728461568975,0.0950548597330998,2.9620505230262313,92,0.7599076117699943
dataset_name,RF,LCB,151,55.55275774002075,0.2610631789102172,0.25878807015653676,0.010073649718569475,0.005298197383757131,2.942107192320549,94,0.7594053688580169
dataset_name,RF,LCB,152,46.75858926773071,0.2509527286077762,0.25001509920566717,0.0038689465698779207,0.18833818511106643,2.9443088911958926,85,0.7598275366090509
dataset_name,RF,LCB,153,29.455292463302612,0.24735396679898394,0.24713312869968806,0.002418649808923478,0.30499115296362533,2.9286122524302005,64,0.759283264033654
dataset_name,RF,LCB,154,46.58489108085632,0.24634891698228079,0.24608960076910735,0.009804575294794256,0.00993984138177284,3.06147139395739,84,0.759089914078589
dataset_name,RF,LCB,155,29.8095965385437,0.253800493019568,0.25363772920515876,0.008204011716866175,0.0981087289932756,2.9717096177773885,64,0.7594990359116169
dataset_name,RF,LCB,156,44.238471269607544,0.25001932837307894,0.24606178515618046,0.01693693148888478,0.008951748892334056,4.388190371162554,82,0.7600404210746586
dataset_name,RF,LCB,157,35.440749645233154,0.24109434505966018,0.23545324124179137,0.013597161581741107,0.06866557965375998,5.80699267263438,72,0.7603239339844383
dataset_name,RF,LCB,158,40.8519184589386,0.24982602542177842,0.2519053518697683,0.008978550142941312,0.04058710535181507,2.9629352627910635,78,0.7593559649347925
dataset_name,RF,LCB,159,38.83440613746643,0.2666918268393491,0.2564411959985888,0.019301995885425836,0.08865608127614602,2.9196509098916743,76,0.7597660769823763
dataset_name,RF,LCB,160,32.104116439819336,0.24233833139393526,0.24405073803982613,0.014508753301499857,0.07129964840541579,3.6876760747932904,67,0.7591566240130512
dataset_name,RF,LCB,161,39.20309591293335,0.23749426698830675,0.23741991844507374,0.02007202965065045,0.0736497748820785,2.9077060969814235,76,0.7596800072948846
dataset_name,RF,LCB,162,19.739145040512085,0.23778107461657821,0.24425466634886964,0.022997429225071125,0.19890863160123975,2.9333761000444034,51,0.759029190335857
dataset_name,RF,LCB,163,24.96304202079773,0.24202108417797039,0.23922210056999962,0.01521736229588495,0.011517050762320315,3.023552271116463,59,0.7586903220022378
dataset_name,RF,LCB,164,53.55103945732117,0.2598465361812057,0.25965468414804804,0.006712219033115687,0.007042150389885335,2.9320633668367244,93,0.7590901675309392
dataset_name,RF,LCB,165,25.908456802368164,0.2614082751735263,0.26018862077230237,0.009453037235458558,0.16973838709998748,2.9370930504988064,60,0.7587542192290858
dataset_name,RF,LCB,166,38.64399266242981,0.23946374590430286,0.23993541516889794,0.0018552158383765855,0.0703109293333925,2.9729103010913303,76,0.7597107462315669
dataset_name,RF,LCB,167,49.590803146362305,0.2421713725081968,0.24229821630028525,0.007598674984066701,0.2994352197539965,2.9245583362226575,88,0.7590171436372014
dataset_name,RF,LCB,168,57.00383400917053,0.2468669088130151,0.24710720387334106,0.004098886979892969,0.19595952719312007,2.9191935809147593,96,0.7588638415745408
dataset_name,RF,LCB,169,27.061006546020508,0.25280616652157434,0.2555527471129397,0.004856785089824709,0.008757270684082812,2.969482336682334,61,0.7603529194910827
dataset_name,RF,LCB,170,53.055367946624756,0.24824322685186248,0.24962129317266799,0.004113228217154279,0.009325658342050458,2.935284425345165,92,0.7593664347034539
dataset_name,RF,LCB,171,31.314237594604492,0.23996449271039466,0.23847945011810856,0.003334374954019516,0.13573053690982664,2.9690988533248492,66,0.7585559120399142
dataset_name,RF,LCB,172,33.60762667655945,0.23832025553265077,0.23649206946210186,0.0084413674994248,0.20905082608533948,2.9361642975765467,70,0.7590074017042351
dataset_name,RF,LCB,173,44.95873260498047,0.2328694870883993,0.23965153589109564,0.010346703959989465,0.29148686440618576,2.9235779766636965,83,0.7587113866003794
dataset_name,RF,LCB,174,28.02966809272766,0.2394138053949317,0.23633138530698364,0.015339533147175895,0.008627632198784443,3.196017465664716,62,0.758548443216895
dataset_name,RF,LCB,175,29.876375198364258,0.24336847799202385,0.24177140408307848,0.008878958620190188,0.04476668552467758,3.068620057054401,65,0.7595736249642926
