dataset,surrogate model,acquisition function,num_iteration,time,Median(model_runs),Mean(model_runs),Standard_Deviation(model_runs),activation,dropout,learn_rate,num_layers,num_neurons,num_topics,optimizer,WordEmbeddingsInvertedRBOCentroid(not optimized)
dataset_name,RF,LCB,29,23.637465715408325,0.385731796957225,0.37464015475615287,0.03538396780010564,softplus,0.13803105531257293,0.07612419266154151,2,200,51,adam,0.7562417791103172
dataset_name,RF,LCB,30,51.4937469959259,0.4121744605371715,0.40525445288359147,0.022024915329484217,selu,0.14807660846264453,0.06971673843946391,3,500,89,adam,0.7568180891810098
dataset_name,RF,LCB,31,44.907480239868164,0.3799549596703989,0.36843350983437057,0.018051770829575427,softplus,0.15193755897919223,0.0720150017179951,2,1000,81,adam,0.7557848288050619
dataset_name,RF,LCB,32,51.523828983306885,0.4128704284977832,0.4169519011523839,0.016838890933190073,softplus,0.19945062465750413,0.09476974652104073,3,200,89,adam,0.755053005596226
dataset_name,RF,LCB,33,51.37079977989197,0.4089046734255078,0.41108264436902187,0.004914883516537148,softplus,0.03735381647408865,0.07884499115467505,3,500,87,adam,0.7568538664036703
dataset_name,RF,LCB,34,47.234272956848145,0.45615166093074727,0.4565054980885513,0.004885321646639005,sigmoid,0.05002456110320868,0.08445054456945747,1,200,84,adam,0.7562483305108271
dataset_name,RF,LCB,35,48.44288659095764,0.3975745903107786,0.4064260701335487,0.027435807076896787,softplus,0.01985358811219521,0.08156610453497834,1,300,86,adam,0.7561302819574698
dataset_name,RF,LCB,36,46.756269216537476,0.44594155280234116,0.4331704342081885,0.023005844696458364,sigmoid,0.0564668533294877,0.0790525122037297,1,100,85,adam,0.754693769704052
dataset_name,RF,LCB,37,61.90666222572327,0.41213306566761565,0.4142082615776068,0.014382439055443794,sigmoid,0.059082864516156436,0.08468369137280551,3,500,100,adam,0.7562959666856284
dataset_name,RF,LCB,38,26.304866790771484,0.42541139977516346,0.4328364353067799,0.026970492133269176,sigmoid,0.06515394005853979,0.08692127688867007,1,750,56,adam,0.7559047020059019
dataset_name,RF,LCB,39,44.30259609222412,0.43377725089383334,0.4399230411053086,0.012885154927685306,softplus,0.05878505586091312,0.08454513475621023,1,100,79,adam,0.7578954745656319
dataset_name,RF,LCB,40,44.16759705543518,0.41345206609903784,0.4187696472141891,0.014895600881027302,sigmoid,0.04413623598327181,0.06764283729422885,1,100,81,adam,0.7561242262803429
dataset_name,RF,LCB,41,44.829444885253906,0.42133301395280176,0.4221141921095071,0.027426295472932447,softplus,0.09260951820619535,0.08898762458212897,1,100,81,adam,0.7584748942336266
dataset_name,RF,LCB,42,58.1351523399353,0.3981466191436096,0.40511101675040867,0.013593747973520675,selu,0.05731474515169653,0.006975078941603983,1,100,96,adam,0.7553908429859988
dataset_name,RF,LCB,43,25.105836153030396,0.43096780864244466,0.43705412881356703,0.027800596585273046,sigmoid,0.046229183415471616,0.08329406735152768,2,750,54,adam,0.7566413633375504
dataset_name,RF,LCB,44,49.52640676498413,0.35503258776461016,0.37173241214728864,0.026363395554776826,softplus,0.05542261110857152,0.017563800035749994,3,750,85,adam,0.7550477241305231
dataset_name,RF,LCB,45,48.84963321685791,0.4062223396608187,0.4075836874318021,0.002473149463188411,sigmoid,0.8132266140034801,0.08038493503111795,1,750,86,adam,0.7552770007759203
dataset_name,RF,LCB,46,47.21126317977905,0.38332460186432693,0.38530916186737246,0.005818638458221673,softplus,0.015349228821726204,0.08130139558831719,1,750,84,adam,0.7554568732413667
dataset_name,RF,LCB,47,48.704259634017944,0.4132050333191769,0.40740807085327063,0.023851655172238587,sigmoid,0.055126276259664486,0.08398977973746033,2,750,86,adam,0.7552853212037427
dataset_name,RF,LCB,48,47.01620936393738,0.41336156633233767,0.4151060738619079,0.0025765074788164912,sigmoid,0.02997893857525457,0.08126391194167422,1,100,85,adam,0.7550760919840123
dataset_name,RF,LCB,49,47.760982513427734,0.41823901110181316,0.4130266647117347,0.018821518243585467,softplus,0.08914007511273868,0.08699686191929269,1,300,85,adam,0.7560656708781732
dataset_name,RF,LCB,50,44.99419093132019,0.4333235903467614,0.45175917339151006,0.027018071777773052,sigmoid,0.05300681002765519,0.09048024791818435,1,750,83,adam,0.7561155290753292
dataset_name,RF,LCB,51,27.625149965286255,0.4140972423406476,0.4180310723847134,0.021032729023078723,softplus,0.045539232334743024,0.08317214767990193,1,750,57,adam,0.7585886313845995
dataset_name,RF,LCB,52,46.258339166641235,0.37096410498792426,0.384611134985484,0.04399817726787877,sigmoid,0.12292156783926446,0.08644125571150722,1,100,83,adam,0.75670514521078
dataset_name,RF,LCB,53,46.69615912437439,0.4103640625800704,0.41138510732459127,0.007815960901340154,sigmoid,0.05424595283128114,0.049260660336370034,3,300,83,adam,0.7559720954176028
dataset_name,RF,LCB,54,28.758843421936035,0.42795063427933294,0.40073587547073725,0.05379514033433448,sigmoid,0.05552574250624165,0.02003536131155488,1,200,58,adam,0.7561053182801991
dataset_name,RF,LCB,55,23.04386878013611,0.3686749338709345,0.38266885049353894,0.02944705016578325,selu,0.05616845975971447,0.04644680835339939,1,300,52,adam,0.7556611866916348
dataset_name,RF,LCB,56,47.279998540878296,0.40976895606465974,0.39293839053863056,0.02462704147889831,softplus,0.06336470859555748,0.0944721252821074,3,750,85,adam,0.7561746687091333
dataset_name,RF,LCB,57,46.80968952178955,0.42489336969125135,0.4257294847562667,0.01356595958124396,sigmoid,0.00478877349456689,0.09280621811812113,3,300,84,adam,0.7563921170103556
dataset_name,RF,LCB,58,46.461493253707886,0.4200788734092289,0.4176672031624826,0.010937189974034575,softplus,0.15322569984956702,0.0874094777568768,2,750,84,adam,0.7551373890764279
dataset_name,RF,LCB,59,46.514283895492554,0.3949975020610604,0.39333987606972914,0.013606560377209708,softplus,0.07860691530231233,0.07031519984290566,1,750,84,adam,0.7565620682338141
dataset_name,RF,LCB,60,45.76065635681152,0.42788639450635246,0.4183803123769862,0.030863765658383953,softplus,0.10176303415395928,0.08713674135666216,2,750,83,adam,0.758255424373897
dataset_name,RF,LCB,61,47.424062967300415,0.43975142674396833,0.4439253829342326,0.018619211059378932,softplus,0.09842249873880367,0.08787894124359702,2,300,84,adam,0.7547993626336316
dataset_name,RF,LCB,62,57.2023446559906,0.4185421293745926,0.4078594502908719,0.025328887514700027,softplus,0.05285700566325802,0.08886400614737064,2,300,95,adam,0.7548611591060399
dataset_name,RF,LCB,63,45.74252104759216,0.40886440213986414,0.4226241561280098,0.04459127014694362,sigmoid,0.04996208298615453,0.08382209683632275,1,750,84,adam,0.754453095344953
dataset_name,RF,LCB,64,35.58577919006348,0.4139279321532968,0.4075498752539437,0.016713035937079252,softplus,0.10309170248147452,0.08506443992801029,1,100,70,adam,0.7585003075704267
dataset_name,RF,LCB,65,49.1289324760437,0.38685409353078803,0.39558793031111156,0.014931288341272605,softplus,0.17702025523779424,0.07685270422730874,1,750,85,adam,0.7573956574795881
dataset_name,RF,LCB,66,45.85851216316223,0.3803001031425053,0.39170578313011806,0.019255075828286106,selu,0.10634737923657511,0.0863626232365243,3,750,84,adam,0.7562369127333618
dataset_name,RF,LCB,67,46.31937909126282,0.43656316762395847,0.4227219653028902,0.023583513986551834,softplus,0.06877329752709088,0.08539026668132799,3,100,84,adam,0.757866234029501
dataset_name,RF,LCB,68,25.32898759841919,0.3718108662754618,0.3833309360427273,0.03868949864180321,softplus,0.07757306648118548,0.08381478895210098,2,200,55,adam,0.7564289296042468
dataset_name,RF,LCB,69,24.870916843414307,0.3876446918605257,0.38415319684891097,0.038594019829627325,sigmoid,0.06830186670217406,0.08600132777478821,1,500,54,adam,0.7578560120434331
dataset_name,RF,LCB,70,43.363131523132324,0.3878166335042939,0.3887215318976847,0.005791370563415183,selu,0.08579805262091107,0.08432405586331752,2,100,81,adam,0.7560700400981673
dataset_name,RF,LCB,71,46.75092673301697,0.3841443452808121,0.38956245826588826,0.0430570765528638,softplus,0.11138814586098732,0.08658102976637673,2,100,84,adam,0.7557240028748486
dataset_name,RF,LCB,72,50.667723417282104,0.4107291262172737,0.4147906655481242,0.009264989378059809,softplus,0.10151158214290225,0.08661645498353249,2,750,88,adam,0.7573718864049012
dataset_name,RF,LCB,73,47.325958490371704,0.3748698742962234,0.3794059415704269,0.02302477941234382,softplus,0.08331390356053814,0.08249014284135897,3,100,84,adam,0.7561279206088724
dataset_name,RF,LCB,74,50.84862804412842,0.4376993594528057,0.43340414359250884,0.012412943698299714,sigmoid,0.018015881709101247,0.08580007094553938,2,300,84,adam,0.7560404016291471
dataset_name,RF,LCB,75,45.12625002861023,0.44159609780415515,0.43959191947233406,0.006285170580143524,sigmoid,0.059641002674581,0.08667406299794161,1,500,82,adam,0.7564585208306044
dataset_name,RF,LCB,76,45.37302231788635,0.44261600128470274,0.4431711069700057,0.00133062239897613,sigmoid,0.056576243763062084,0.08544358860603142,3,100,83,adam,0.7557516127550901
dataset_name,RF,LCB,77,45.828800201416016,0.4190872388235393,0.418744467552322,0.0009631576917382694,selu,0.015274157220509057,0.08495001611940614,1,1000,84,adam,0.7550092924830625
dataset_name,RF,LCB,78,22.651744842529297,0.3697910340679607,0.3653300147169318,0.03357572429988488,selu,0.0568693133743927,0.08611444139644785,1,100,51,adam,0.7551945190785609
dataset_name,RF,LCB,79,44.481985330581665,0.4264193149039318,0.41803231634032406,0.014279830217820103,selu,0.054639464755112443,0.08506449047739491,2,750,82,adam,0.7559284984646515
dataset_name,RF,LCB,80,34.966862201690674,0.44209911627838255,0.4474715402536951,0.007989367527836943,sigmoid,0.06183929848585549,0.08443365113098027,1,300,70,adam,0.7569414006443711
dataset_name,RF,LCB,81,37.101529121398926,0.40626708187490745,0.40866956341527194,0.01387254049006539,sigmoid,0.06475895414278507,0.0859696910833629,3,200,73,adam,0.7558720096683216
dataset_name,RF,LCB,82,34.63936233520508,0.4304190207481986,0.442966191063389,0.02055089246876443,sigmoid,0.06301607589253923,0.08070053730118026,1,100,70,adam,0.7561475185433815
dataset_name,RF,LCB,83,26.267168521881104,0.41763307231393854,0.4003071639143876,0.025420650160709598,sigmoid,0.012104404851198026,0.08839585006229216,1,500,54,adam,0.757513872145877
dataset_name,RF,LCB,84,55.00531601905823,0.42422681574945015,0.4172356068342237,0.01368982969898669,sigmoid,0.06053040908873156,0.08661822785331086,1,200,93,adam,0.7565541469570164
dataset_name,RF,LCB,85,46.42730975151062,0.40737992920629085,0.4047527143881353,0.008953987495732943,sigmoid,0.07090350315722976,0.08474997917660282,2,1000,84,adam,0.7555074443017709
dataset_name,RF,LCB,86,46.71843671798706,0.4086364978989354,0.41656729299808387,0.019764279662919222,sigmoid,0.059329539211297806,0.06489225864202167,1,200,84,adam,0.7562078759077924
dataset_name,RF,LCB,87,45.86582946777344,0.3818033937432335,0.38648620847863363,0.012505809444222166,sigmoid,0.05678460513155667,0.08497335029676191,1,300,83,adam,0.7558065719999099
dataset_name,RF,LCB,88,29.142720937728882,0.41894381516905116,0.4164991660847885,0.010029153693268296,selu,0.013413104246330212,0.08462119555962781,1,200,62,adam,0.7558821982770685
dataset_name,RF,LCB,89,47.56983685493469,0.4193056210546671,0.42210532046479393,0.00499479472602643,softplus,0.01009689777863363,0.08634019997616112,2,200,84,adam,0.7565609738352108
dataset_name,RF,LCB,90,24.526999950408936,0.411970582718723,0.4133048358076616,0.01775278154256572,sigmoid,0.05238076011214266,0.07276838560140472,2,750,53,adam,0.7557142548988841
dataset_name,RF,LCB,91,50.14839482307434,0.2467405812032601,0.24438442993695678,0.005586320157589993,sigmoid,0.046152336614858784,0.0869211971820569,3,200,72,sgd,0.7625337410445996
dataset_name,RF,LCB,92,47.06677317619324,0.3993438860986376,0.40592338620655943,0.025757697562925553,sigmoid,0.05344695097361188,0.08545124406639167,2,500,85,adam,0.7560766256457885
dataset_name,RF,LCB,93,36.211857080459595,0.38459318750940874,0.38710720001189786,0.03847738609803396,sigmoid,0.014719673576337014,0.08635059769240438,1,300,71,adam,0.7557857387481024
dataset_name,RF,LCB,94,57.17520499229431,0.45914332448784134,0.4568894437623974,0.005378006796880487,sigmoid,0.055983368179274524,0.07630070008864502,1,750,95,adam,0.7554538109098241
dataset_name,RF,LCB,95,37.4815514087677,0.44626513857421657,0.444749424891745,0.00881677375935167,sigmoid,0.056529288725180704,0.031191644042246145,1,750,73,adam,0.7559477139772716
dataset_name,RF,LCB,96,46.76602268218994,0.38252940687268366,0.3749226077552122,0.022814122546075604,sigmoid,0.05215725699850295,0.08245836401704365,1,100,84,adam,0.7562102247752527
dataset_name,RF,LCB,97,53.66804099082947,0.3997358604620614,0.3915054476313418,0.034709180971748216,sigmoid,0.056348600427567015,0.006874906728973949,1,200,92,adam,0.7564632798378094
dataset_name,RF,LCB,98,30.71955418586731,0.40258392684033345,0.40800137627653105,0.03744802721456392,sigmoid,0.05593318717084295,0.011203290291389438,1,100,63,adam,0.755885532952089
dataset_name,RF,LCB,99,29.773261070251465,0.42022757839860636,0.4087871897337528,0.016479390065210337,selu,0.05861084383625655,0.06908537198997468,1,750,61,adam,0.7563719504589032
dataset_name,RF,LCB,100,26.23110318183899,0.4260320539528153,0.412887607213003,0.03324550665779161,sigmoid,0.0559504538649013,0.08342312726656884,1,100,57,adam,0.7560804218206657
dataset_name,RF,LCB,101,48.2538800239563,0.37580574267695904,0.3883687147050807,0.03560715649357922,sigmoid,0.05693980885122232,0.07893047597917807,2,100,85,adam,0.7545731693846136
dataset_name,RF,LCB,102,33.68327879905701,0.41864836123036475,0.4076626619307082,0.018706842176507445,softplus,0.05617899867124623,0.050166086920091994,1,750,66,adam,0.7570797232360232
dataset_name,RF,LCB,103,34.01324129104614,0.450773473251035,0.43542475228243965,0.02325715399828707,sigmoid,0.05607560215661084,0.051114519760795604,1,200,68,adam,0.7552889884924744
dataset_name,RF,LCB,104,38.54861497879028,0.41518321057988866,0.39414467662561603,0.06536236887096332,sigmoid,0.05688945796635633,0.07335014906816957,1,750,73,adam,0.7562834811533784
dataset_name,RF,LCB,105,41.62427759170532,0.40686601951770895,0.41238847417748964,0.01482854475908209,sigmoid,0.05598110384847087,0.02174030632205908,1,300,77,adam,0.7561005881716245
dataset_name,RF,LCB,106,56.809813499450684,0.42728635964924083,0.4319738833850681,0.009938118596394334,softplus,0.05633588589023194,0.07016898963467519,3,100,93,adam,0.7564990074648612
dataset_name,RF,LCB,107,64.2446653842926,0.39957925376473696,0.4081875005032038,0.027748300039479017,softplus,0.05662149916360489,0.059414073296609554,1,750,100,adam,0.7572055318519924
dataset_name,RF,LCB,108,23.8313410282135,0.441849382726868,0.4294519638375284,0.029791530779897508,sigmoid,0.05613088368051598,0.048455613523166866,3,500,52,adam,0.7564931610830496
dataset_name,RF,LCB,109,23.9755117893219,0.42405581815766535,0.4023230508013295,0.06128274382445417,sigmoid,0.05661514302271627,0.05781500558302882,3,500,52,adam,0.7561302559181553
dataset_name,RF,LCB,110,45.37175464630127,0.38769545546899636,0.38073420695398413,0.029128419085880406,selu,0.05623698083772616,0.09616846665950472,1,750,83,adam,0.7553077643952515
dataset_name,RF,LCB,111,35.72336387634277,0.39317060086416544,0.39614585616405634,0.0436379601012202,sigmoid,0.05649356768787501,0.05781456764206211,1,300,70,adam,0.7544976767993977
dataset_name,RF,LCB,112,42.329140424728394,0.4082567372194647,0.41094101006414974,0.007035122673065868,sigmoid,0.05606225913573055,0.07340234511713425,2,100,77,adam,0.7556791685159804
dataset_name,RF,LCB,113,44.31285309791565,0.42810556362057445,0.4264442676452143,0.005132140956843878,sigmoid,0.05614029990687932,0.08343579470203163,1,200,81,adam,0.7564369425044228
dataset_name,RF,LCB,114,52.735929012298584,0.4027560556503264,0.412601210639022,0.021900989157377385,sigmoid,0.055353314383848384,0.0839042096483482,1,200,91,adam,0.7558002715487069
dataset_name,RF,LCB,115,23.471750259399414,0.3973260723763583,0.39487016586477947,0.007388232649051724,sigmoid,0.05579769193739372,0.03485910276777931,2,200,51,adam,0.7571102814820996
dataset_name,RF,LCB,116,36.71833109855652,0.3906235679664858,0.4013397675855632,0.047970206672060846,sigmoid,0.06347318707003503,0.022043047699451777,1,750,72,adam,0.7560991263128429
dataset_name,RF,LCB,117,58.32306528091431,0.41911049633821146,0.42534543723884166,0.015906616498602415,selu,0.056102620718480656,0.0844321854624176,1,100,96,adam,0.755755083273816
dataset_name,RF,LCB,118,26.035966396331787,0.3743882515157549,0.3786666124381229,0.034393847825797255,selu,0.0330027276630495,0.04548621994322282,1,200,57,adam,0.751875228756157
dataset_name,RF,LCB,119,46.13773798942566,0.4405445879774836,0.42396341924569275,0.024814369233651087,sigmoid,0.05178999986071239,0.08777771553912847,1,300,84,adam,0.7545955828112421
dataset_name,RF,LCB,120,23.30116295814514,0.406990587250946,0.4102637435332965,0.006186646610234348,sigmoid,0.05643717817317235,0.009614642253950551,1,500,52,adam,0.7565477588736959
dataset_name,RF,LCB,121,40.96854257583618,0.4442738979968625,0.4420132468759903,0.008100108590758479,sigmoid,0.057212631968940095,0.08455048753605894,1,500,78,adam,0.7561792178589908
dataset_name,RF,LCB,122,61.30609846115112,0.4022397086283241,0.3979961199509077,0.012663990600552526,softplus,0.05607414825152611,0.05260195312227982,1,500,97,adam,0.7561516744863789
dataset_name,RF,LCB,123,24.300954341888428,0.4099543852931703,0.3917339470241396,0.029757840154135726,selu,0.05697658493216787,0.08444248282300648,3,500,51,adam,0.7505450642344955
dataset_name,RF,LCB,124,34.10468101501465,0.44098259690588654,0.4406683509677522,0.0009118833645066038,sigmoid,0.06232375925801559,0.042979563705538994,1,750,68,adam,0.7553185220168667
dataset_name,RF,LCB,125,34.74465990066528,0.39435452132082643,0.399845682967164,0.03549695936390544,sigmoid,0.05817788299393601,0.08622976765871139,3,750,69,adam,0.7566318711475728
dataset_name,RF,LCB,126,28.9669668674469,0.4276300430955979,0.43050601516056325,0.013519049818044986,softplus,0.06086875733605315,0.03983748412118455,3,100,60,adam,0.7562218926839086
dataset_name,RF,LCB,127,26.40858006477356,0.38293476230293216,0.4064034717283469,0.03424527502273667,sigmoid,0.06302714138636975,0.03820616323600493,1,500,56,adam,0.7553970497769924
dataset_name,RF,LCB,128,37.004297733306885,0.4378491785623462,0.42252264865203665,0.028640857374056094,sigmoid,0.061774107428810475,0.02364803141190034,1,750,72,adam,0.7571272693486828
dataset_name,RF,LCB,129,40.223968505859375,0.4540761946988272,0.44062803858866273,0.024587005669816385,sigmoid,0.06092487005803567,0.04235570672713164,1,500,76,adam,0.7558973445672625
dataset_name,RF,LCB,130,40.079400300979614,0.41917531102986877,0.41185284998525,0.024230622033228937,sigmoid,0.06002493108338804,0.08232901562869989,1,500,76,adam,0.7565483115149112
dataset_name,RF,LCB,131,37.89143466949463,0.39688327702523896,0.4128869844773469,0.03303800167338245,softplus,0.061454763147200865,0.048725786393769635,2,100,72,adam,0.7565050096384088
dataset_name,RF,LCB,132,42.16002535820007,0.46152350794004915,0.4452638509954386,0.03610532701495918,sigmoid,0.06112375986365006,0.04383971066737616,3,300,78,adam,0.7552856439668676
dataset_name,RF,LCB,133,58.233264446258545,0.4151555848850712,0.4129241405638389,0.058431238177116054,sigmoid,0.06163309604245789,0.025193552242295796,2,750,97,adam,0.7560176255996569
dataset_name,RF,LCB,134,41.63910889625549,0.3942336810147084,0.3867768775088303,0.01641663113535273,softplus,0.059832116320987234,0.04287647703372434,1,500,77,adam,0.7571431360269254
dataset_name,RF,LCB,135,46.312936782836914,0.4170377109805096,0.4137434076995463,0.0189032071037477,sigmoid,0.06255768196868168,0.08419670527952458,1,500,84,adam,0.7569008311498262
dataset_name,RF,LCB,136,60.216717004776,0.37198847803590257,0.38831944827576304,0.03771769215597574,sigmoid,0.06225122465533978,0.02641244692810078,3,1000,99,adam,0.7561734068636037
dataset_name,RF,LCB,137,42.50546956062317,0.39575910148238597,0.39901485873190135,0.02122641955061437,selu,0.06108922247649057,0.030962654829435356,1,300,80,adam,0.7577338478900626
dataset_name,RF,LCB,138,40.00083780288696,0.4149639539552574,0.40596373527755025,0.014649266659119947,sigmoid,0.06136406371717977,0.09831756052996372,1,100,76,adam,0.7570119620164169
dataset_name,RF,LCB,139,37.49986386299133,0.43392197809827526,0.42169335260663976,0.02910682187771599,sigmoid,0.04620270673046688,0.04473090481867793,3,300,73,adam,0.7563518556539085
dataset_name,RF,LCB,140,28.049884557724,0.386496551672744,0.3681984783460905,0.03015812420550134,sigmoid,0.04622161566001642,0.041675576677103844,1,300,59,adam,0.7572070452719781
dataset_name,RF,LCB,141,29.243215084075928,0.438549701729072,0.4047051941887884,0.05530333939639281,sigmoid,0.05604064598697914,0.051702334567122706,3,750,62,adam,0.7571272164579248
dataset_name,RF,LCB,142,31.975667715072632,0.44773982646018623,0.44991041358924133,0.014291991717835897,sigmoid,0.06134726027017264,0.048249162288582684,1,200,66,adam,0.7554977595543937
dataset_name,RF,LCB,143,23.66932487487793,0.42628867580873653,0.42812048001339714,0.007558076897577476,sigmoid,0.0604931523076708,0.051780230106613964,3,200,52,adam,0.7555267877765304
dataset_name,RF,LCB,144,43.97571325302124,0.41867374695425885,0.42390313421191356,0.008166245464213559,sigmoid,0.05977310301770208,0.03765748470178289,1,500,81,adam,0.7561742216723891
dataset_name,RF,LCB,145,29.706466913223267,0.4067144723399026,0.42076990842695466,0.040259981840825534,sigmoid,0.024126146927317998,0.042173333641654855,1,500,62,adam,0.755833672309658
dataset_name,RF,LCB,146,46.994221210479736,0.43605209326279415,0.44657991840888284,0.03426064205701092,sigmoid,0.056500779981751834,0.09614885925944859,3,750,84,adam,0.755800547640797
dataset_name,RF,LCB,147,44.584228515625,0.4109384555943572,0.3957322375901056,0.04368667223010394,sigmoid,0.05981806261719003,0.04751177354947847,3,500,82,adam,0.7565858668825913
dataset_name,RF,LCB,148,27.251120805740356,0.3905426139403405,0.39498221896014357,0.008672767676493278,sigmoid,0.0626828463980928,0.04065699193949704,3,1000,59,adam,0.7565275172990353
dataset_name,RF,LCB,149,26.438616275787354,0.4331023716678445,0.4250590806125323,0.019117465288010546,sigmoid,0.062160474415888935,0.032124938576461495,1,500,57,adam,0.7556270439045418
dataset_name,RF,LCB,150,37.47101330757141,0.4162733785685255,0.4215453218838677,0.02317693405961511,sigmoid,0.06103440580345521,0.026023841334323842,1,200,74,adam,0.7559415042313418
