input_index,reference,sentiment,text_key,title,author,date,period,mode,genre,gender,birthdate,nationality,role,source,Topic 0,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 6,Topic 7,Topic 8,Topic 9,Topic 10,Topic 11,Topic 12,Topic 13,Topic 14,Topic 15,Topic 16,Topic 17,Topic 18,Topic 19,Topic 20,Topic 21,Topic 22,Topic 23,Topic 24,Topic 25,Topic 26,Topic 27,Topic 28,Topic 29,Topic 30,Topic 31,Topic 32,Topic 33,Topic 34,Topic 35,Topic 36,Topic 37,Topic 38,Topic 39,Topic 40,Topic 41,Topic 42,Topic 43,Topic 44,Topic 45,Topic 46,Topic 47,Topic 48,Topic 49,Topic 50,Topic 51,Topic 52,Topic 53,Topic 54,Topic 55,Topic 56,Topic 57,Topic 58,Topic 59,Topic 60
459,Machen_TheThreeIm_5,-0.9964,Machen_TheThreeIm,The Three Impostors,"Machen, Arthur",1895.0,Victorian,Novel,Gothic,m,1863.0,Welsh,Peripheral,colors,0.01,0.01,13.78,4.43,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.01,0.01,0.01,0.01,13.18,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,68.27,0.01,0.01,0.01
460,Marryat_ThePhantom_1,0.9866,Marryat_ThePhantom,The Phantom Ship,"Marryat, Frederick",1839.0,,Novel,Gothic,m,1792.0,English,Peripheral,colors,0.0,0.0,0.0,0.0,0.0,0.0,0.68,0.0,0.0,0.0,0.0,0.0,2.65,7.13,0.0,13.89,0.0,0.0,37.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,0.0,0.0,0.0,0.0,2.91,0.0,0.0,0.0,0.0,4.44,0.0,3.06,0.0,0.0,0.55,0.0,0.0,0.0,5.26,0.0,1.63,0.0,0.0,0.0,9.12,0.0,0.0,0.0,0.0,1.85,8.31
461,Marryat_ThePhantom_2,-0.9934,Marryat_ThePhantom,The Phantom Ship,"Marryat, Frederick",1839.0,,Novel,Gothic,m,1792.0,English,Peripheral,colors,1.05,0.0,0.0,0.0,1.12,0.0,0.0,0.0,0.0,0.0,0.0,7.01,8.05,1.26,11.6,2.03,6.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.26,0.0,0.0,0.0,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.89,0.0,0.0,0.0,0.0,6.4,0.0,5.76,0.0,0.0,0.0,0.0
462,Marryat_ThePhantom_3,-0.9981,Marryat_ThePhantom,The Phantom Ship,"Marryat, Frederick",1839.0,,Novel,Gothic,m,1792.0,English,Peripheral,colors,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.22,33.63,0.0,0.0,0.0,0.0,0.0,1.73,2.32,0.0,0.0,0.0,31.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.23,0.0,0.0,0.0,0.0,2.81,0.0,0.93,0.0,0.0,0.0,2.68
463,Marryat_ThePhantom_4,0.992,Marryat_ThePhantom,The Phantom Ship,"Marryat, Frederick",1839.0,,Novel,Gothic,m,1792.0,English,Peripheral,colors,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.84,1.93,0.0,0.0,0.0,1.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.76,0.0,0.0,0.0,0.0,14.3,0.0,0.0,0.0,0.0,0.0,0.0,5.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.4,0.0,0.0,0.0,0.0,0.0,1.69
464,Marryat_ThePhantom_5,-0.9858,Marryat_ThePhantom,The Phantom Ship,"Marryat, Frederick",1839.0,,Novel,Gothic,m,1792.0,English,Peripheral,colors,0.01,0.01,0.01,0.01,0.01,0.01,23.31,0.01,0.01,31.37,0.01,0.01,0.01,0.01,0.01,0.01,5.45,0.01,13.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,15.73,0.01,0.01,0.01,0.01,0.01,0.01,10.63,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
465,Marsh_TheBeetleA_1,-0.975,Marsh_TheBeetleA,The Beetle: A Mystery,"Marsh, Richard",1897.0,Victorian,Novel,Gothic,m,1857.0,English,Peripheral,colors,0.0,0.0,0.0,0.0,0.0,24.04,0.47,0.0,17.4,0.0,0.0,4.15,0.0,0.0,5.86,13.43,4.48,0.0,0.0,0.0,2.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.79,0.0,0.0,0.0,0.0,7.63,0.36,0.0,0.0,0.0,1.01,0.0,0.0,0.0,8.71,0.0,0.0,0.0,2.32,0.0,0.19,0.0,0.0,0.0,4.46,0.41,0.0,0.0,0.0,0.0,0.0,0.0
466,Marsh_TheBeetleA_2,-0.9984,Marsh_TheBeetleA,The Beetle: A Mystery,"Marsh, Richard",1897.0,Victorian,Novel,Gothic,m,1857.0,English,Peripheral,colors,5.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,6.22,0.0,6.89,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,32.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.57,4.31,15.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.27,3.89,0.13,13.99,0.0,2.85,0.0,3.8
467,Marsh_TheBeetleA_3,-0.9976,Marsh_TheBeetleA,The Beetle: A Mystery,"Marsh, Richard",1897.0,Victorian,Novel,Gothic,m,1857.0,English,Peripheral,colors,3.05,0.0,0.0,13.03,0.0,0.0,0.0,0.0,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.49,0.0,21.9,0.0,0.0,5.34,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.96,0.0,12.6,0.0,0.0,0.0,0.0
468,Marsh_TheBeetleA_4,-0.9988,Marsh_TheBeetleA,The Beetle: A Mystery,"Marsh, Richard",1897.0,Victorian,Novel,Gothic,m,1857.0,English,Peripheral,colors,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,15.37,0.0,0.0,4.99,0.0,0.0,4.97,0.0,0.0,0.0,0.0,10.59,0.0,0.0,0.0,5.6,0.0,0.0,0.0,0.0,0.33,0.3,0.0,0.0,0.0,0.0,15.02,0.0,0.0,0.0,38.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.02,0.0,0.0,0.0,0.0,0.0,0.97
469,Marsh_TheBeetleA_5,0.1779,Marsh_TheBeetleA,The Beetle: A Mystery,"Marsh, Richard",1897.0,Victorian,Novel,Gothic,m,1857.0,English,Peripheral,colors,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,98.16,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03
470,Maturin_MelmothThe_1,-0.9985,Maturin_MelmothThe,Melmoth The Wanderer,"Maturin, Charles Robert",1820.0,Romantic,Novel,Gothic,m,1782.0,Irish,Central,colors,0.0,0.0,4.41,0.0,0.0,0.0,0.54,2.7,1.8,0.0,0.0,4.67,0.0,0.51,0.92,2.22,0.0,14.24,0.23,0.0,5.78,0.0,0.0,0.0,0.0,5.69,0.0,0.0,0.0,0.0,4.14,0.05,0.0,3.33,8.86,0.0,1.24,0.69,5.74,3.6,0.0,0.0,0.0,0.0,0.49,0.0,0.0,0.0,2.27,11.09,0.0,0.0,0.0,0.0,7.48,7.23,0.0,0.0,0.0,0.0,0.0
471,Maturin_MelmothThe_2,-0.8776,Maturin_MelmothThe,Melmoth The Wanderer,"Maturin, Charles Robert",1820.0,Romantic,Novel,Gothic,m,1782.0,Irish,Central,colors,2.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.66,0.0,1.33,7.25,0.0,2.03,3.75,0.0,0.0,0.0,0.0,36.67,0.0,0.0,0.0,0.0,0.0,12.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.61,0.0,0.0,1.01,0.0,0.0,1.72,0.0,0.0,0.0,0.0,0.0,5.8,0.0,0.0,0.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
472,Maturin_MelmothThe_3,-0.9968,Maturin_MelmothThe,Melmoth The Wanderer,"Maturin, Charles Robert",1820.0,Romantic,Novel,Gothic,m,1782.0,Irish,Central,colors,0.0,0.0,1.46,0.0,45.71,0.0,0.0,0.0,0.0,9.36,0.0,0.66,3.12,7.29,0.0,0.0,4.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.18,2.76,0.0,2.71,0.0,4.51,0.0,0.0,0.0,0.0,1.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.97,12.53,0.0,0.0,0.0,0.0
473,Maturin_MelmothThe_4,-0.9963,Maturin_MelmothThe,Melmoth The Wanderer,"Maturin, Charles Robert",1820.0,Romantic,Novel,Gothic,m,1782.0,Irish,Central,colors,0.0,0.0,0.0,0.0,0.0,0.0,1.64,0.0,0.0,35.24,0.0,12.22,0.0,0.0,3.98,2.94,0.0,0.02,0.0,1.13,0.0,0.0,0.0,6.91,11.24,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.64,0.0,0.69,0.0,0.0,0.0,0.0,3.7,2.19,0.0,0.0,0.0,0.0,0.0,0.45,0.0,0.0,0.0,0.0,2.5,1.94,0.27,5.91,4.29,0.0,0.0,0.0
474,Maturin_MelmothThe_5,-0.9975,Maturin_MelmothThe,Melmoth The Wanderer,"Maturin, Charles Robert",1820.0,Romantic,Novel,Gothic,m,1782.0,Irish,Central,colors,0.0,0.0,0.0,0.0,0.0,5.6,0.0,0.0,4.1,1.85,0.0,0.0,9.64,0.0,0.0,0.0,0.0,0.0,0.0,5.63,0.0,0.0,0.0,0.0,32.23,0.0,0.0,4.87,0.0,27.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.35,0.0,0.0,0.0,0.0,0.0,0.0,3.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
475,Moore_TheEpicure_1,0.9998,Moore_TheEpicure,The Epicurean. A Tale,"Moore, Thomas",1827.0,Romantic,Novel,Gothic,m,1779.0,Irish,Peripheral,colors,2.14,0.0,1.21,0.0,0.3,11.34,0.0,2.69,3.39,0.26,0.0,0.0,1.2,1.94,3.43,0.0,28.31,0.0,0.0,0.0,0.0,2.76,0.0,0.0,0.0,1.67,5.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.14,0.0,3.19,0.0,0.87,0.0,0.0,9.79,0.0,0.0,0.0,0.0,7.72,0.0,0.04,0.0,0.0,0.0,0.0
476,Moore_TheEpicure_2,0.9994,Moore_TheEpicure,The Epicurean. A Tale,"Moore, Thomas",1827.0,Romantic,Novel,Gothic,m,1779.0,Irish,Peripheral,colors,0.0,0.0,35.69,0.32,0.0,1.01,0.0,0.0,0.0,5.88,0.0,7.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55,0.0,0.0,0.0,0.0,2.91,6.86,0.96,1.95,0.0,0.0,0.0,0.03,0.0,0.0,8.89,0.0,0.0,0.0,0.0,2.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38,4.93,7.9,3.31,0.0,0.0,0.0,7.54,0.0,0.0,0.0,0.19,0.0,0.0
477,Moore_TheEpicure_3,0.9998,Moore_TheEpicure,The Epicurean. A Tale,"Moore, Thomas",1827.0,Romantic,Novel,Gothic,m,1779.0,Irish,Peripheral,colors,27.2,0.0,24.12,0.0,0.0,2.52,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.03,7.89,0.0,0.0,15.4,0.0,0.0,0.0,0.0,0.0,0.0,11.52,0.58,0.0,0.0,0.0,0.0,0.0,0.0,0.87,0.0,0.0,0.0,0.0,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.22,0.0,0.0,0.0,0.0,0.0,4.07
478,Moore_TheEpicure_4,0.9972,Moore_TheEpicure,The Epicurean. A Tale,"Moore, Thomas",1827.0,Romantic,Novel,Gothic,m,1779.0,Irish,Peripheral,colors,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.04,0.0,0.0,0.0,2.5,0.0,0.0,0.0,5.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.93,0.0,1.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.0,0.0,0.0,27.03,0.0,0.0,0.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.53,0.0,0.0,0.0,0.0,0.41,0.04
479,Moore_TheEpicure_5,-0.9804,Moore_TheEpicure,The Epicurean. A Tale,"Moore, Thomas",1827.0,Romantic,Novel,Gothic,m,1779.0,Irish,Peripheral,colors,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,80.1,0.01,0.01,13.7,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,5.63,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
480,OBrien_WhatWasItA_1,-0.4806,OBrien_WhatWasItA,What Was It? A Mystery,"O'Brien, Fitz-James",1859.0,Victorian,Short Story,Gothic,m,1826.0,Irish,Peripheral,colors,2.31,0.0,10.77,0.0,0.0,4.22,0.0,0.0,0.0,0.0,0.0,3.7,0.0,4.89,2.04,1.67,1.56,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.17,0.0,0.0,0.0,0.0,5.35,0.0,0.0,0.0,37.44,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,14.3,0.0,0.0,0.27,0.59,0.0,0.0
481,OBrien_WhatWasItA_2,-0.9989,OBrien_WhatWasItA,What Was It? A Mystery,"O'Brien, Fitz-James",1859.0,Victorian,Short Story,Gothic,m,1826.0,Irish,Peripheral,colors,1.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.23,0.0,0.0,0.0,0.0,0.0,0.42,91.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.81,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0
482,Oliphant_ABeleaguer_1,0.9995,Oliphant_ABeleaguer,"A Beleaguered City, Being A Narrative Of Certain Recent Events In The City Of Semur, In The Department Of The Haute Bourgogne. A Story Of The Seen And The Unseen:","Oliphant, Margaret",1880.0,Victorian,Short Story,Gothic,f,1828.0,Scottish,Peripheral,colors,0.0,0.0,2.13,0.0,0.0,7.58,0.0,0.0,38.22,0.0,0.0,0.0,0.0,0.0,0.0,2.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.52,0.0,0.0,1.02,0.0,45.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,1.4
483,Oliphant_ABeleaguer_2,0.9989,Oliphant_ABeleaguer,"A Beleaguered City, Being A Narrative Of Certain Recent Events In The City Of Semur, In The Department Of The Haute Bourgogne. A Story Of The Seen And The Unseen:","Oliphant, Margaret",1880.0,Victorian,Short Story,Gothic,f,1828.0,Scottish,Peripheral,colors,0.0,0.0,0.0,0.0,0.0,7.67,1.15,0.0,1.42,0.0,0.0,0.0,0.0,0.0,0.0,1.07,7.5,0.0,0.83,0.0,0.0,0.0,0.0,0.0,0.0,11.24,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.63,0.08,0.0,10.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.71,0.0,0.0,0.0,0.0,0.0,9.77,5.07,9.33,0.0,0.0,0.0,0.0
484,Oliphant_ABeleaguer_3,-0.9749,Oliphant_ABeleaguer,"A Beleaguered City, Being A Narrative Of Certain Recent Events In The City Of Semur, In The Department Of The Haute Bourgogne. A Story Of The Seen And The Unseen:","Oliphant, Margaret",1880.0,Victorian,Short Story,Gothic,f,1828.0,Scottish,Peripheral,colors,0.82,0.0,19.02,0.0,0.0,0.0,6.7,0.0,0.0,0.0,0.0,25.73,0.0,5.26,0.0,0.0,0.0,2.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.47,0.0,0.0,4.73,8.0,7.58,0.0,0.0,0.54,0.0,0.82,0.0,0.0,1.25,0.0,0.0,0.0,0.0,0.0,0.0,9.83,0.0,0.0,0.0,0.0,0.0,0.0
485,Oliphant_ABeleaguer_4,0.9509,Oliphant_ABeleaguer,"A Beleaguered City, Being A Narrative Of Certain Recent Events In The City Of Semur, In The Department Of The Haute Bourgogne. A Story Of The Seen And The Unseen:","Oliphant, Margaret",1880.0,Victorian,Short Story,Gothic,f,1828.0,Scottish,Peripheral,colors,0.0,0.0,0.0,0.0,0.0,0.0,0.39,0.0,26.29,0.0,0.0,0.0,21.67,0.0,0.0,2.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.94,0.0,0.0,16.7,0.0,0.0,0.0,0.0,0.0,0.0,16.38,0.0,0.0,0.0,0.0,0.0,0.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.41,0.0,0.0,0.0,7.77,0.0,3.16,0.0,0.0,0.0,0.0
486,Palmer_TheHaunted_1,0.9989,Palmer_TheHaunted,The Haunted Cavern. A Caledonian Tale,"Palmer, John, Jr.",1796.0,Romantic,Novel,Gothic,m,1776.0,English,Peripheral,colors,1.68,0.0,3.46,1.08,0.0,6.25,0.18,0.0,0.0,0.31,0.0,6.26,0.45,0.0,8.18,1.78,3.39,5.32,0.0,0.0,0.11,3.86,0.0,1.06,0.3,3.2,0.0,12.11,0.16,0.0,4.47,0.0,0.0,0.0,0.0,0.0,0.0,4.92,0.0,0.0,0.0,0.0,11.25,0.0,0.0,0.0,0.05,4.66,0.0,4.44,0.0,0.0,0.0,10.54,0.0,0.0,0.0,0.0,0.45,0.0,0.0
487,Palmer_TheHaunted_2,0.9794,Palmer_TheHaunted,The Haunted Cavern. A Caledonian Tale,"Palmer, John, Jr.",1796.0,Romantic,Novel,Gothic,m,1776.0,English,Peripheral,colors,4.49,0.0,0.0,0.0,0.31,6.16,0.0,0.0,0.0,0.0,3.7,20.54,6.06,0.0,0.0,0.0,8.16,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.02,3.91,6.83,0.0,0.0,0.0,0.0,3.04,0.0,0.0,0.0,0.0,0.0,2.38,0.0,0.0,6.49,0.0,6.12,0.0,1.48,0.0,0.0,0.0,0.0,5.03,0.0,6.02,9.07,0.0,0.0,0.0,0.0,0.0,0.0
488,Palmer_TheHaunted_3,0.999,Palmer_TheHaunted,The Haunted Cavern. A Caledonian Tale,"Palmer, John, Jr.",1796.0,Romantic,Novel,Gothic,m,1776.0,English,Peripheral,colors,0.0,0.0,5.73,0.0,0.0,37.35,0.0,0.4,0.0,0.0,0.0,0.37,11.34,1.62,2.88,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,1.4,3.09,0.0,0.0,0.0,2.36,0.0,0.0,0.0,12.36,11.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.53,1.4,0.0,0.0,3.42,2.7,0.0,0.0,1.31
489,Palmer_TheHaunted_4,0.9916,Palmer_TheHaunted,The Haunted Cavern. A Caledonian Tale,"Palmer, John, Jr.",1796.0,Romantic,Novel,Gothic,m,1776.0,English,Peripheral,colors,3.71,0.0,0.0,4.46,4.17,5.64,1.15,0.78,0.0,0.0,5.43,0.0,5.25,2.58,0.05,0.0,2.32,0.0,0.0,1.87,4.74,0.0,0.0,1.09,0.0,0.0,0.0,2.33,12.16,0.0,0.0,0.0,0.0,0.0,12.42,0.0,0.0,0.0,0.0,7.01,0.0,0.39,0.0,3.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
490,Palmer_TheHaunted_5,0.997,Palmer_TheHaunted,The Haunted Cavern. A Caledonian Tale,"Palmer, John, Jr.",1796.0,Romantic,Novel,Gothic,m,1776.0,English,Peripheral,colors,4.16,0.0,7.82,0.0,0.0,17.39,0.0,5.0,0.0,0.0,0.0,11.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.52,0.0,0.0,0.0,0.0,10.44,0.0,0.0,0.0,3.23,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.48,0.0,0.41,0.0,0.0,28.63,0.0,0.0,0.0,0.0,0.0,4.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
491,Parker_TheLaneTha_1,0.9995,Parker_TheLaneTha,The Lane That Had No Turning,"Parker, Gilbert",1900.0,,Novella,Gothic,m,1862.0,Canadian,Peripheral,colors,0.0,0.05,0.0,0.0,0.0,15.41,0.93,0.0,0.0,1.89,0.0,3.33,0.0,0.0,0.71,0.0,0.41,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,3.1,0.0,0.0,0.0,0.0,0.0,7.74,0.0,2.78,0.0,14.91,0.0,5.06,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.34,0.61,0.0,5.69,0.0,4.51,0.0
492,Parker_TheLaneTha_2,0.999,Parker_TheLaneTha,The Lane That Had No Turning,"Parker, Gilbert",1900.0,,Novella,Gothic,m,1862.0,Canadian,Peripheral,colors,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.81,0.0,0.0,0.0,0.0,9.45,0.0,0.0,0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.0,0.0,0.0,0.0,0.0,41.97,4.6,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,5.35,5.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.0,2.91,0.0,0.0,0.0,3.31
493,Parker_TheLaneTha_3,0.9976,Parker_TheLaneTha,The Lane That Had No Turning,"Parker, Gilbert",1900.0,,Novella,Gothic,m,1862.0,Canadian,Peripheral,colors,2.46,0.0,3.91,0.0,0.0,5.5,0.58,18.12,0.0,0.0,0.0,0.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.47,0.0,0.0,3.75,3.39,0.0,0.0,0.0,1.94,0.0,0.0,0.0,0.0,0.93,0.0,0.0,7.61,0.0,1.56,0.0,0.0,0.0,0.0,8.05,0.0,0.0,0.69,0.0,0.0,4.3,0.0,0.0,2.16,31.04,0.0,0.0,0.0,0.0,0.0,0.0
494,Parker_TheLaneTha_4,0.996,Parker_TheLaneTha,The Lane That Had No Turning,"Parker, Gilbert",1900.0,,Novella,Gothic,m,1862.0,Canadian,Peripheral,colors,0.0,0.0,2.42,0.0,0.0,4.7,0.0,0.0,0.0,2.08,0.0,1.97,0.0,2.8,0.0,1.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.13,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,1.62,31.27,0.0,1.55,0.0,0.0,0.01,0.0,0.0,0.0,7.13,0.0,0.0,0.16,28.2,0.0,0.0,0.0,0.0,0.29,0.0,7.8,1.03,0.0,0.0,0.0,0.0,0.0
495,Parker_TheLaneTha_5,0.987,Parker_TheLaneTha,The Lane That Had No Turning,"Parker, Gilbert",1900.0,,Novella,Gothic,m,1862.0,Canadian,Peripheral,colors,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,98.41,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03
496,Parsons_TheCastleO_1,0.9834,Parsons_TheCastleO,The Castle Of Wolfenbach,"Parsons, Eliza",1793.0,Romantic,Novel,Gothic,f,1739.0,English,Central,colors,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.55,0.0,0.0,0.0,0.0,0.0,0.15,0.03,3.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.04,0.0,0.0,3.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
497,Parsons_TheCastleO_2,0.9994,Parsons_TheCastleO,The Castle Of Wolfenbach,"Parsons, Eliza",1793.0,Romantic,Novel,Gothic,f,1739.0,English,Central,colors,0.0,0.0,0.0,0.0,0.0,22.74,0.0,0.0,0.0,0.0,0.0,20.39,0.0,0.5,0.0,0.0,16.26,0.0,0.0,0.0,9.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.9,0.81,0.0,0.0,0.0,0.0,3.77,0.17,0.0,0.0,0.0,2.9,0.0,1.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.67,0.0,0.0,0.0,0.0,0.0,0.0
