input_index,reference,sentiment,text_key,title,author,date,period,mode,genre,gender,birthdate,nationality,role,source,Topic 0,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 6,Topic 7,Topic 8,Topic 9,Topic 10,Topic 11,Topic 12,Topic 13,Topic 14,Topic 15,Topic 16,Topic 17,Topic 18,Topic 19,Topic 20,Topic 21,Topic 22,Topic 23,Topic 24,Topic 25,Topic 26,Topic 27,Topic 28,Topic 29,Topic 30,Topic 31,Topic 32,Topic 33,Topic 34,Topic 35,Topic 36,Topic 37,Topic 38,Topic 39,Topic 40,Topic 41,Topic 42,Topic 43,Topic 44,Topic 45,Topic 46,Topic 47,Topic 48,Topic 49,Topic 50,Topic 51,Topic 52,Topic 53,Topic 54,Topic 55,Topic 56,Topic 57,Topic 58,Topic 59,Topic 60
696,Scott_Woodstocko_3,-0.2732,Scott_Woodstocko,"Woodstock; or, the Cavalier","Scott, Walter",1826.0,,Novel,,m,1771.0,Scottish,,pb-manual,0.52,0.0,61.42,0.0,4.77,3.42,0.0,0.0,0.0,1.02,0.0,0.0,0.0,0.0,0.0,0.0,3.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,1.11,0.0,0.0,0.0,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.33,0.0,0.0
697,Scott_Woodstocko_4,-0.9972,Scott_Woodstocko,"Woodstock; or, the Cavalier","Scott, Walter",1826.0,,Novel,,m,1771.0,Scottish,,pb-manual,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,96.7,2.98,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
698,Shelley_Frankenste_1,0.9998,Shelley_Frankenste,"Frankenstein; Or, The Modern Prometheus","Shelley, Mary",1818.0,Romantic,Novel,Gothic,f,1797.0,English,Central,colors,3.76,0.0,4.9,1.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.23,8.18,1.59,0.0,0.0,0.0,4.72,0.0,0.0,9.44,0.0,0.0,0.0,0.0,0.0,0.0,1.73,0.0,0.0,2.1,0.0,0.0,8.24,0.53,0.0,0.37,0.14,0.0,0.0,0.0,0.0,1.77,0.0,27.97,0.0,0.0,0.0,0.0,0.04,0.05,0.0,0.0,0.0,2.23,0.0,4.05,0.0,0.0,0.0,0.0
699,Shelley_Frankenste_2,0.9981,Shelley_Frankenste,"Frankenstein; Or, The Modern Prometheus","Shelley, Mary",1818.0,Romantic,Novel,Gothic,f,1797.0,English,Central,colors,6.26,0.0,15.46,0.0,0.0,3.45,0.0,0.71,0.0,0.66,0.0,0.0,2.02,0.0,0.0,0.0,10.73,0.0,0.0,0.0,0.0,0.21,0.0,0.0,44.71,8.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.84,0.0,0.0,0.0,0.0,0.0,0.0
700,Shelley_Frankenste_3,0.9999,Shelley_Frankenste,"Frankenstein; Or, The Modern Prometheus","Shelley, Mary",1818.0,Romantic,Novel,Gothic,f,1797.0,English,Central,colors,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.36,0.0,0.0,0.0,12.61,2.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.12,0.07,0.02,0.11,0.0,0.0,0.0,0.0,0.32,11.49,0.0,19.23,0.0,4.17,11.79,0.0,1.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.67,0.0,18.43,0.0,2.21,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,1.04,0.0
701,Shelley_Frankenste_4,0.998,Shelley_Frankenste,"Frankenstein; Or, The Modern Prometheus","Shelley, Mary",1818.0,Romantic,Novel,Gothic,f,1797.0,English,Central,colors,3.41,0.0,0.0,0.0,0.92,7.94,0.0,1.88,0.0,0.0,0.0,0.0,0.0,6.53,18.39,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.55,4.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.37,0.0,0.0,0.0,0.0,1.24,0.0,0.0,0.0,1.73,2.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.72,0.0,0.0,0.0,0.0,2.17,0.0,0.0,1.28
702,Shelley_Frankenste_5,0.9933,Shelley_Frankenste,"Frankenstein; Or, The Modern Prometheus","Shelley, Mary",1818.0,Romantic,Novel,Gothic,f,1797.0,English,Central,colors,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,6.52,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,59.23,0.01,5.38,0.01,0.01,0.01,0.01,0.01,0.01,1.7,4.87,0.01,2.51,0.01,0.01,0.04,0.01,1.09,0.01,0.01,0.01,0.01,0.01,0.01,18.34,0.01,0.01
703,Shelley_Lodore_1,0.9996,Shelley_Lodore,Lodore,"Shelley, Mary",1835.0,Romantic,Novel,Gothic,f,1797.0,English,Peripheral,colors,8.35,0.0,10.42,0.0,2.83,0.0,1.65,0.0,1.83,2.75,0.0,6.87,0.88,0.0,4.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.77,4.21,0.0,4.33,0.0,0.0,0.0,0.0,0.0,0.38,0.0,0.57,0.0,0.0,19.18,0.0,10.78,0.38,0.0,0.0,0.0,0.45,0.0,0.0,0.0,0.0,1.1,11.44,0.0,6.16,0.0,0.0,0.0
704,Shelley_Lodore_2,0.9996,Shelley_Lodore,Lodore,"Shelley, Mary",1835.0,Romantic,Novel,Gothic,f,1797.0,English,Peripheral,colors,0.0,0.0,0.0,0.0,1.86,9.83,0.0,0.0,0.0,0.38,0.0,0.2,1.08,0.21,0.0,4.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.0,5.19,0.0,0.83,0.0,0.0,1.21,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,7.32,1.54,0.0,0.0,1.25,5.91,0.0,0.0,0.0,0.0,0.0,0.0,6.39,0.62,6.25,37.34,0.2,6.63,0.0
705,Shelley_Lodore_3,0.9998,Shelley_Lodore,Lodore,"Shelley, Mary",1835.0,Romantic,Novel,Gothic,f,1797.0,English,Peripheral,colors,0.1,0.0,0.0,0.0,0.0,3.1,0.0,2.48,0.0,0.58,0.0,5.13,0.0,12.33,31.38,0.0,0.0,0.0,0.0,0.0,0.61,0.0,0.0,0.0,0.0,5.14,0.0,0.0,2.84,0.72,3.43,0.0,0.0,0.0,11.59,1.81,0.0,0.0,0.0,0.0,0.0,0.0,0.86,0.0,0.0,0.0,1.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.76,1.2,0.01,7.17,0.0,0.0,0.99
706,Shelley_Lodore_4,0.9996,Shelley_Lodore,Lodore,"Shelley, Mary",1835.0,Romantic,Novel,Gothic,f,1797.0,English,Peripheral,colors,6.9,0.0,1.45,0.0,0.0,37.36,0.0,0.01,0.0,0.0,0.0,0.0,0.73,0.73,27.9,0.98,0.0,0.0,0.0,1.15,2.59,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.55,0.0,0.0,0.0,5.59,0.0,0.0,0.0,0.0,1.85,0.0,0.0,0.0,0.0,0.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.41,0.0,0.28,0.34,0.0,0.49,0.0
707,Shelley_Lodore_5,0.9916,Shelley_Lodore,Lodore,"Shelley, Mary",1835.0,Romantic,Novel,Gothic,f,1797.0,English,Peripheral,colors,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,72.88,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,18.92,0.01,0.49,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,7.36,0.01,0.01,0.01,0.01
708,Shelley_Mathilda_1,-0.9826,Shelley_Mathilda,Mathilda,"Shelley, Mary",1819.0,Romantic,Novella,Gothic,f,1797.0,English,Central,colors,0.0,0.0,3.23,0.0,0.0,2.18,0.0,0.0,0.51,0.2,0.0,0.0,10.14,0.0,16.49,0.0,0.51,0.0,0.0,0.0,4.98,0.0,0.0,0.0,2.51,0.0,0.0,4.28,1.65,24.54,0.0,0.0,0.0,1.23,10.18,0.0,7.98,0.0,0.0,0.31,0.0,1.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,3.59,0.0,0.0,0.0,0.0
709,Shelley_Mathilda_2,0.9998,Shelley_Mathilda,Mathilda,"Shelley, Mary",1819.0,Romantic,Novella,Gothic,f,1797.0,English,Central,colors,2.39,0.0,1.08,0.0,0.0,8.96,0.0,0.0,1.06,0.0,0.0,11.14,5.25,2.36,5.07,2.95,4.1,0.0,0.0,0.0,2.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.41,2.95,0.1,1.68,0.0,4.15,0.0,1.96,7.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.15,0.0,0.0,0.0,0.0,0.0,0.0
710,Shelley_Mathilda_3,0.9994,Shelley_Mathilda,Mathilda,"Shelley, Mary",1819.0,Romantic,Novella,Gothic,f,1797.0,English,Central,colors,0.83,0.0,2.84,0.0,0.0,16.33,0.0,0.0,0.0,0.0,0.0,11.21,0.0,0.0,0.38,0.0,10.1,0.0,0.0,0.0,0.0,0.0,0.0,1.52,0.0,1.37,0.0,0.0,36.76,0.0,0.0,0.0,0.0,0.0,0.0,1.79,2.33,0.0,0.0,0.0,0.0,0.0,2.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.21,0.0,0.0,0.0,0.0,0.0,0.0
711,Shelley_Mathilda_4,0.9995,Shelley_Mathilda,Mathilda,"Shelley, Mary",1819.0,Romantic,Novella,Gothic,f,1797.0,English,Central,colors,8.58,0.0,23.39,0.0,0.0,0.0,0.0,0.0,0.0,38.16,0.0,0.87,0.0,8.61,0.0,0.0,6.57,0.0,0.0,0.0,0.0,2.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,0.0,0.0,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.95,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.77,0.0
712,Shelley_Mathilda_5,-0.9856,Shelley_Mathilda,Mathilda,"Shelley, Mary",1819.0,Romantic,Novella,Gothic,f,1797.0,English,Central,colors,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,74.31,0.03,0.03,24.13,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03
713,Shelley_TheFortune_1,0.9982,Shelley_TheFortune,The Fortunes Of Perkin Warbeck. A Romance,"Shelley, Mary",1830.0,Romantic,Novel,Gothic,f,1797.0,English,Peripheral,colors,2.84,0.0,0.95,0.0,5.99,0.71,0.02,0.0,3.8,0.0,0.0,0.0,3.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36,1.55,0.36,0.0,0.0,3.15,0.0,0.62,0.0,0.37,0.0,0.0,0.0,1.59,44.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.13,0.0,5.13,3.17,0.84,3.12,0.0,0.0,1.95,2.11,0.0,0.0,0.0,1.2,0.0,0.0,3.25,4.01
714,Shelley_TheFortune_2,0.9967,Shelley_TheFortune,The Fortunes Of Perkin Warbeck. A Romance,"Shelley, Mary",1830.0,Romantic,Novel,Gothic,f,1797.0,English,Peripheral,colors,0.0,0.0,2.18,0.0,0.0,6.62,0.0,0.0,56.13,3.67,0.0,2.06,0.0,2.29,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8,0.0,0.0,0.0,0.0,0.0,7.67,0.0,3.76,4.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,3.73,0.0,4.0,0.0,0.0,0.0,0.0
715,Shelley_TheFortune_3,0.999,Shelley_TheFortune,The Fortunes Of Perkin Warbeck. A Romance,"Shelley, Mary",1830.0,Romantic,Novel,Gothic,f,1797.0,English,Peripheral,colors,4.05,0.0,14.73,0.0,4.25,7.59,0.0,4.63,0.0,0.0,0.0,16.55,0.7,4.4,0.0,0.0,0.0,0.0,0.0,0.0,7.14,0.35,0.0,0.0,2.29,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.38,0.0,6.24,0.9,0.58,0.0,0.0,1.77,0.0,3.12,0.0,0.69,0.0,0.0,0.05,0.0,0.0,0.0,0.0,5.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0
716,Shelley_TheFortune_4,0.9983,Shelley_TheFortune,The Fortunes Of Perkin Warbeck. A Romance,"Shelley, Mary",1830.0,Romantic,Novel,Gothic,f,1797.0,English,Peripheral,colors,0.0,0.0,2.42,0.0,0.0,11.3,3.07,0.0,3.93,0.34,0.0,0.0,0.0,0.0,3.48,0.0,0.0,0.0,0.0,0.0,14.99,0.0,0.0,0.0,1.27,0.0,0.0,3.28,0.0,0.0,0.0,0.0,0.0,0.0,16.29,0.0,0.0,8.28,0.0,0.0,0.0,0.0,0.0,4.23,1.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.83,0.75,7.44,11.74,0.0,0.0,0.0,1.9,0.0
717,Shelley_TheFortune_5,0.9972,Shelley_TheFortune,The Fortunes Of Perkin Warbeck. A Romance,"Shelley, Mary",1830.0,Romantic,Novel,Gothic,f,1797.0,English,Peripheral,colors,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,99.5,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
718,Shelley_TheLastMan_1,0.9988,Shelley_TheLastMan,The Last Man,"Shelley, Mary",1826.0,Romantic,Novel,Gothic,f,1797.0,English,Peripheral,colors,17.62,0.0,8.18,0.0,0.0,8.16,0.0,0.0,0.0,0.0,0.0,0.41,5.43,0.0,0.0,0.0,2.96,0.0,0.0,1.22,0.0,8.39,0.0,19.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.71,0.0,0.12,0.0,0.26,3.57,0.0,1.03,0.0,0.0,4.83,0.0,0.0,0.0,0.0,4.15,1.23,0.0,0.0,0.0,5.12,0.04,0.04,0.0,0.0,0.0,0.96
719,Shelley_TheLastMan_2,0.9997,Shelley_TheLastMan,The Last Man,"Shelley, Mary",1826.0,Romantic,Novel,Gothic,f,1797.0,English,Peripheral,colors,2.12,0.0,6.61,0.0,0.0,8.53,1.68,0.0,0.0,0.0,0.0,26.9,0.0,0.0,9.01,0.0,1.08,0.0,0.0,0.0,4.08,0.0,0.0,0.06,0.0,2.95,0.0,0.0,4.31,0.0,0.0,0.0,0.0,0.0,5.61,0.0,0.0,0.0,0.0,0.06,0.0,4.07,0.0,1.12,0.0,0.0,0.0,1.6,0.17,3.49,0.0,0.0,0.0,0.9,6.94,0.0,0.0,3.47,1.2,3.33,0.63
720,Shelley_TheLastMan_3,0.9983,Shelley_TheLastMan,The Last Man,"Shelley, Mary",1826.0,Romantic,Novel,Gothic,f,1797.0,English,Peripheral,colors,0.28,0.0,4.07,0.0,0.0,0.57,0.0,8.95,0.0,0.0,0.0,7.47,0.0,0.0,0.0,0.0,3.1,0.0,0.0,6.66,0.0,5.74,0.0,0.41,1.21,0.0,0.0,0.0,6.64,0.0,0.0,0.0,0.0,0.0,11.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.44,6.63,0.0,0.0,0.0,0.0,0.0,8.61,2.11,6.76,0.0,0.0,0.0,0.0,10.53,0.5,0.0,0.35,3.98
721,Shelley_TheLastMan_4,0.9979,Shelley_TheLastMan,The Last Man,"Shelley, Mary",1826.0,Romantic,Novel,Gothic,f,1797.0,English,Peripheral,colors,0.0,0.0,0.5,0.0,0.0,49.62,0.0,0.0,0.0,0.0,0.01,8.81,0.0,4.94,5.89,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.73,0.77,0.0,0.0,0.0,1.26,0.0,0.0,0.0,0.0,15.49,0.0,0.0,0.0,0.0,1.72,0.0,0.0,0.0,0.0,1.54,0.0,0.0,0.0,0.0,0.28,0.0,0.0,0.0,0.0,3.35,0.0,0.0,0.0,0.0,0.0,3.98
722,Shelley_TheLastMan_5,0.9998,Shelley_TheLastMan,The Last Man,"Shelley, Mary",1826.0,Romantic,Novel,Gothic,f,1797.0,English,Peripheral,colors,0.0,0.0,0.0,0.0,0.0,7.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.39,0.0,0.0,1.0,0.0,0.0,0.0,0.0,8.67,0.0,0.02,0.0,7.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.65,0.0,0.0,0.0,0.0,1.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.62,0.0,0.0,0.0,0.95,0.0,0.0
723,Shelley_ValpergaOr_1,0.9995,Shelley_ValpergaOr,"Valperga, Or, The Life And Adventures Of Castruccio, Prince Of Lucca","Shelley, Mary",1823.0,Romantic,Novel,Gothic,f,1797.0,English,Peripheral,colors,0.0,0.0,9.37,0.0,0.0,6.84,0.0,0.0,0.99,0.0,0.0,0.0,0.0,9.13,1.14,0.0,14.11,0.0,0.0,0.0,0.12,0.0,0.0,0.0,3.74,0.0,3.45,0.0,0.0,0.0,0.0,0.0,1.57,6.3,0.0,0.0,2.99,0.0,0.0,0.0,0.0,1.71,0.0,0.22,0.0,0.0,0.0,0.0,0.38,0.0,0.0,0.0,1.63,7.87,5.6,13.8,1.27,0.0,0.0,0.0,7.68
724,Shelley_ValpergaOr_2,0.9985,Shelley_ValpergaOr,"Valperga, Or, The Life And Adventures Of Castruccio, Prince Of Lucca","Shelley, Mary",1823.0,Romantic,Novel,Gothic,f,1797.0,English,Peripheral,colors,0.0,0.0,0.0,0.0,0.0,0.0,1.12,0.0,0.07,0.0,0.0,0.66,0.0,0.0,0.0,0.0,19.28,0.0,0.0,0.88,0.0,0.0,0.0,0.0,3.82,3.72,0.0,0.0,0.0,1.85,0.0,0.0,0.0,0.72,37.05,2.34,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.45,0.0,0.0,4.66,4.92,0.0,8.42,0.0,4.57,0.0,0.0,3.11,2.0,0.0,0.0,0.0,0.0,0.0
725,Shelley_ValpergaOr_3,0.9998,Shelley_ValpergaOr,"Valperga, Or, The Life And Adventures Of Castruccio, Prince Of Lucca","Shelley, Mary",1823.0,Romantic,Novel,Gothic,f,1797.0,English,Peripheral,colors,0.0,0.0,0.0,0.0,0.0,92.69,0.0,0.0,0.0,0.0,0.2,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.09,0.0,0.0,0.0,0.0,0.14,0.0,0.0,3.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.74,0.0,0.0,0.0,0.0
726,Shelley_ValpergaOr_4,0.9996,Shelley_ValpergaOr,"Valperga, Or, The Life And Adventures Of Castruccio, Prince Of Lucca","Shelley, Mary",1823.0,Romantic,Novel,Gothic,f,1797.0,English,Peripheral,colors,6.66,0.0,0.0,0.98,1.16,63.33,0.0,0.0,0.0,0.0,0.0,3.94,0.56,0.0,4.17,0.0,3.36,1.69,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.84,0.0,0.0,0.0,0.1,0.0,0.0,0.0,1.07,1.08,0.0,0.0,1.73,0.0,7.25,0.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
727,Shelley_ValpergaOr_5,0.9987,Shelley_ValpergaOr,"Valperga, Or, The Life And Adventures Of Castruccio, Prince Of Lucca","Shelley, Mary",1823.0,Romantic,Novel,Gothic,f,1797.0,English,Peripheral,colors,0.01,0.01,46.88,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.36,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,50.85,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1.51,0.01,0.01,0.01,0.01,0.01,0.01
728,Shelley_StIrvyneOr_1,-0.9969,Shelley_StIrvyneOr,"St. Irvyne, Or, The Rosicrurian. A Romance","Shelley, Percy",1811.0,Romantic,Novella,Gothic,m,1792.0,English,Central,colors,12.36,0.0,0.0,0.45,0.0,2.98,0.0,0.14,0.0,2.67,0.0,0.03,11.08,0.0,0.0,0.09,33.8,0.0,0.02,0.0,0.0,0.0,0.0,1.11,0.0,1.84,0.0,1.02,1.01,0.0,0.0,0.0,0.0,0.65,2.33,0.0,0.0,0.28,0.0,1.18,0.0,2.02,0.0,0.0,0.0,0.0,10.84,0.0,0.0,5.01,0.0,0.0,0.0,0.0,6.84,0.0,0.01,1.06,0.0,1.11,0.0
729,Shelley_StIrvyneOr_2,0.8834,Shelley_StIrvyneOr,"St. Irvyne, Or, The Rosicrurian. A Romance","Shelley, Percy",1811.0,Romantic,Novella,Gothic,m,1792.0,English,Central,colors,21.14,0.0,0.0,0.0,0.0,0.0,1.2,0.0,0.0,4.49,0.0,0.0,5.59,1.84,1.7,0.0,2.06,0.0,0.0,0.0,0.0,6.86,0.0,2.97,0.0,0.0,0.0,0.0,1.57,0.0,0.0,0.0,0.0,0.0,7.51,0.0,0.0,0.79,0.0,1.66,0.0,0.0,0.0,0.0,29.3,0.0,0.0,0.0,2.93,0.0,0.0,2.18,0.0,0.0,1.18,0.0,1.68,0.0,0.0,0.0,3.25
730,Shelley_StIrvyneOr_3,-0.9987,Shelley_StIrvyneOr,"St. Irvyne, Or, The Rosicrurian. A Romance","Shelley, Percy",1811.0,Romantic,Novella,Gothic,m,1792.0,English,Central,colors,7.53,0.0,2.09,1.27,0.38,0.0,0.0,0.0,0.0,4.94,0.84,0.0,17.06,0.42,1.04,0.0,0.15,0.0,0.0,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.09,0.67,1.95,0.0,0.0,0.0,4.29,0.0,1.84,0.0,1.75,0.0,0.0,0.0,0.0,0.0,12.65,0.0,1.19,2.4,0.0,0.56,0.0,0.0,0.0,0.0,10.65,0.0,0.31,0.0,0.0,0.0,2.22
731,Shelley_StIrvyneOr_4,-0.9452,Shelley_StIrvyneOr,"St. Irvyne, Or, The Rosicrurian. A Romance","Shelley, Percy",1811.0,Romantic,Novella,Gothic,m,1792.0,English,Central,colors,3.44,0.0,0.46,0.0,1.49,6.87,0.0,25.3,0.68,0.0,0.0,0.0,0.0,0.0,2.09,2.95,10.33,0.0,0.0,0.0,0.84,0.0,0.0,0.0,5.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,6.25,0.0,0.0,0.0,2.05,7.27,0.01,0.0,0.0,0.0,13.13,0.0,5.48,0.0,0.0,0.0,0.0
732,Shelley_StIrvyneOr_5,0.9968,Shelley_StIrvyneOr,"St. Irvyne, Or, The Rosicrurian. A Romance","Shelley, Percy",1811.0,Romantic,Novella,Gothic,m,1792.0,English,Central,colors,0.0,0.0,0.0,0.0,0.0,22.51,0.0,0.0,6.33,0.0,0.0,0.0,0.0,12.49,0.0,0.0,43.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.89,0.0,4.18,0.0,0.0,0.0,0.0
733,Shelley_ZastrozziA_1,-0.9996,Shelley_ZastrozziA,Zastrozzi. A Romance,"Shelley, Percy",1810.0,Romantic,Novella,Gothic,m,1792.0,English,Central,colors,2.88,0.0,3.65,0.0,0.0,4.06,0.0,0.0,0.0,0.95,0.67,0.02,0.75,0.0,3.81,0.0,1.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.3,0.0,0.66,0.0,0.0,3.64,0.0,0.0,0.0,47.22,12.51,0.0,0.0,0.0,0.87,0.0,0.0,0.0,0.1,0.0,0.0,0.0
734,Shelley_ZastrozziA_2,-0.9973,Shelley_ZastrozziA,Zastrozzi. A Romance,"Shelley, Percy",1810.0,Romantic,Novella,Gothic,m,1792.0,English,Central,colors,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,2.42,0.0,0.0,0.0,0.0,0.64,14.32,0.0,2.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.65,0.0,0.0,0.0,0.0,0.0,19.51,0.0,1.19,0.0,0.0,0.0,0.0,0.0,1.15,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,49.15,0.0,0.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0
735,Shelley_ZastrozziA_3,-0.9946,Shelley_ZastrozziA,Zastrozzi. A Romance,"Shelley, Percy",1810.0,Romantic,Novella,Gothic,m,1792.0,English,Central,colors,0.0,0.0,0.0,0.0,0.0,2.39,0.0,0.0,0.0,0.0,0.57,2.26,23.22,0.0,0.91,2.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.95,0.59,0.0,2.3,0.0,0.0,0.0,0.0,0.0,32.57,0.0,6.39,0.0,0.0,0.0,0.0,0.0,0.39,0.0,0.0,0.0,0.0,0.15,0.0,0.0,7.0,0.0,0.0,0.0,11.35,0.0,0.0,2.64,0.0,0.0,0.0
