input_index,reference,sentiment,text_key,title,author,date,period,mode,genre,gender,birthdate,nationality,role,source,Topic 0,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 6,Topic 7,Topic 8,Topic 9,Topic 10,Topic 11,Topic 12,Topic 13,Topic 14,Topic 15,Topic 16,Topic 17,Topic 18,Topic 19,Topic 20,Topic 21,Topic 22,Topic 23,Topic 24,Topic 25,Topic 26,Topic 27,Topic 28,Topic 29,Topic 30,Topic 31,Topic 32,Topic 33,Topic 34,Topic 35,Topic 36,Topic 37,Topic 38,Topic 39,Topic 40,Topic 41,Topic 42,Topic 43,Topic 44,Topic 45,Topic 46,Topic 47,Topic 48,Topic 49,Topic 50,Topic 51,Topic 52,Topic 53,Topic 54,Topic 55,Topic 56,Topic 57,Topic 58,Topic 59,Topic 60
0,Aikin_SirBertran_1,-0.9201,Aikin_SirBertran,"Sir Bertrand, A Fragment","Aikin, John and Anna Laetitia",1773.0,Romantic,Fragment,Gothic,,,English,Central,colors,0.0,0.0,0.0,0.0,0.0,10.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.32,24.44,4.8,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,Ainsworth_OldSaintPa_1,0.6921,Ainsworth_OldSaintPa,Old Saint Paul's: A Tale of the Plague and the Fire,"Ainsworth, William Harrison",1841.0,,,,m,1805.0,English,,pb-manual,6.36,0.0,0.0,0.0,0.0,0.0,0.0,21.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.92,0.0,3.47,0.0,0.47,0.0,0.0,1.27,4.22,0.0,0.0,39.2,0.0,0.0,8.11,0.0,0.0,0.0,0.0,0.0,1.83
2,Ainsworth_OldSaintPa_2,0.9992,Ainsworth_OldSaintPa,Old Saint Paul's: A Tale of the Plague and the Fire,"Ainsworth, William Harrison",1841.0,,,,m,1805.0,English,,pb-manual,16.72,0.0,0.0,0.0,0.0,0.0,0.0,9.38,0.0,0.0,0.0,0.0,13.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.81,0.0,26.04,0.0,0.0,0.0,0.0,0.0,0.51,0.0,0.0,0.0,0.0,0.0,0.0,3.36,0.0,0.0,0.0,3.25,0.0,0.0,0.0,0.0,0.0,0.0,2.59,19.04,0.0
3,Ainsworth_OldSaintPa_3,-0.9989,Ainsworth_OldSaintPa,Old Saint Paul's: A Tale of the Plague and the Fire,"Ainsworth, William Harrison",1841.0,,,,m,1805.0,English,,pb-manual,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.95,0.0,0.0,0.0,0.0,0.41,0.0,0.0,0.0,0.0
4,Ainsworth_OldSaintPa_4,-0.8591,Ainsworth_OldSaintPa,Old Saint Paul's: A Tale of the Plague and the Fire,"Ainsworth, William Harrison",1841.0,,,,m,1805.0,English,,pb-manual,4.0,0.0,4.12,0.0,0.0,0.0,0.31,0.0,9.42,0.0,0.0,0.0,0.53,0.0,0.0,1.89,1.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.58,0.0,1.92,51.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,1.51,0.0,0.0,0.0,4.46,0.0,0.0,2.35,0.0,0.0,9.52,0.0,0.33,0.0,0.0,0.0,3.43
5,Ainsworth_OldSaintPa_5,0.9104,Ainsworth_OldSaintPa,Old Saint Paul's: A Tale of the Plague and the Fire,"Ainsworth, William Harrison",1841.0,,,,m,1805.0,English,,pb-manual,0.02,0.02,0.02,0.02,0.02,0.02,0.02,70.24,26.92,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,1.89,0.02
6,Ainsworth_Rookwood_1,0.9997,Ainsworth_Rookwood,Rookwood,"Ainsworth, William Harrison",1834.0,,Novel,Gothic,m,1805.0,English,Central,colors,0.0,0.0,1.15,0.0,0.0,9.14,0.0,0.0,0.0,0.0,0.0,0.0,4.32,9.77,3.03,0.0,0.0,0.0,0.0,0.0,1.29,0.0,0.0,5.89,7.07,1.06,0.0,0.0,0.0,1.62,0.0,0.0,0.0,0.0,39.84,0.0,0.0,0.0,0.0,6.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.03,0.94,0.74,0.51,0.0,0.0,1.16,2.67,0.0,0.0,0.0,2.55
7,Ainsworth_Rookwood_2,0.9994,Ainsworth_Rookwood,Rookwood,"Ainsworth, William Harrison",1834.0,,Novel,Gothic,m,1805.0,English,Central,colors,4.42,9.66,2.62,0.0,0.0,2.56,0.0,4.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.11,4.48,0.0,0.0,0.0,2.26,0.0,4.83,0.0,3.89,0.0,0.0,0.0,0.55,0.0,0.0,0.0,0.0,7.8,0.0,0.0,6.14,0.94,0.02,0.39,0.0,1.46,0.0,0.0,0.0,4.11,0.0,9.83,0.77,0.3,0.0,0.0,1.25,2.83,4.11,4.63,0.0,0.0,0.0,9.03
8,Ainsworth_Rookwood_3,-0.9995,Ainsworth_Rookwood,Rookwood,"Ainsworth, William Harrison",1834.0,,Novel,Gothic,m,1805.0,English,Central,colors,17.82,0.0,4.5,0.0,0.0,11.42,0.0,2.45,0.0,3.16,3.72,0.15,8.5,2.32,0.0,0.35,0.0,0.0,0.0,0.0,0.0,1.68,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0,2.52,0.0,0.0,0.0,0.0,10.08,0.0,0.81,0.76,0.0,2.11,0.0,0.0,0.0,1.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.39,0.0,0.0,0.25,11.7
9,Ainsworth_Rookwood_4,-0.9969,Ainsworth_Rookwood,Rookwood,"Ainsworth, William Harrison",1834.0,,Novel,Gothic,m,1805.0,English,Central,colors,1.56,0.0,14.37,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,6.47,3.2,1.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.98,0.0,0.0,0.76,0.0,0.0,0.0,0.0,2.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.87,0.0,0.0,0.0,0.47,0.0,43.45,20.29,2.41,0.0,0.0
10,Ainsworth_Rookwood_5,-0.9451,Ainsworth_Rookwood,Rookwood,"Ainsworth, William Harrison",1834.0,,Novel,Gothic,m,1805.0,English,Central,colors,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,99.53,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
11,Ainsworth_TheLancash_1,0.9623,Ainsworth_TheLancash,The Lancashire Witches: A Romance of Pendle Forest,"Ainsworth, William Harrison",1848.0,,,,m,1805.0,English,,pb-manual,4.41,0.0,3.07,0.0,3.51,0.0,0.0,0.23,0.0,0.0,0.0,5.25,0.27,0.07,1.49,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.17,25.48,0.0,0.0,0.2,0.0,0.0,6.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.35,0.0,29.38,0.0,0.0,3.1,0.0,0.0,0.0,0.69,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,11.67,0.03
12,Ainsworth_TheLancash_2,-0.9982,Ainsworth_TheLancash,The Lancashire Witches: A Romance of Pendle Forest,"Ainsworth, William Harrison",1848.0,,,,m,1805.0,English,,pb-manual,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,Ainsworth_TheLancash_3,-0.9993,Ainsworth_TheLancash,The Lancashire Witches: A Romance of Pendle Forest,"Ainsworth, William Harrison",1848.0,,,,m,1805.0,English,,pb-manual,0.0,0.0,0.2,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.41,90.05,0.0,0.0,0.0,0.0,0.0,3.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.0,0.0,0.0
14,Ainsworth_TheLancash_4,0.9367,Ainsworth_TheLancash,The Lancashire Witches: A Romance of Pendle Forest,"Ainsworth, William Harrison",1848.0,,,,m,1805.0,English,,pb-manual,0.0,0.0,0.0,0.0,0.0,4.88,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.94,0.0,3.67,0.0,0.0,0.0,0.0,0.0,0.0,5.17,36.9,0.0,5.76,0.0,1.08,0.0,10.41,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.08,0.0,0.32,1.61,0.0,0.0,3.53,0.0,6.88,0.0,0.0,0.0,0.0,0.68,0.0,0.0,1.49,0.0
15,Ainsworth_TheLancash_5,-0.5994,Ainsworth_TheLancash,The Lancashire Witches: A Romance of Pendle Forest,"Ainsworth, William Harrison",1848.0,,,,m,1805.0,English,,pb-manual,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,98.7,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02
16,Austen_Northanger_1,0.9998,Austen_Northanger,Northanger Abbey,"Austen, Jane",1817.0,,,,f,1775.0,English,,gutenberg,0.0,0.0,0.0,0.0,1.12,18.43,0.0,14.37,0.0,0.09,0.0,7.88,0.0,0.0,12.81,0.64,0.0,0.0,1.13,0.0,3.01,0.6,0.0,0.0,0.0,0.0,0.0,0.0,7.75,0.0,0.0,0.0,0.0,6.48,14.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,2.58,3.22,0.0,0.0,0.0,0.11,0.0,4.47,0.0,0.0,0.0,0.0
17,Austen_Northanger_2,0.9999,Austen_Northanger,Northanger Abbey,"Austen, Jane",1817.0,,,,f,1775.0,English,,gutenberg,0.0,0.0,0.0,0.0,0.0,9.12,0.0,11.29,0.0,0.0,0.0,14.01,0.0,0.0,0.41,0.0,0.0,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,6.74,0.0,0.0,0.0,0.0,11.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9,0.0,0.0,0.0,0.0,0.0,0.0,12.02,0.0,0.0,2.24,0.0,24.22,4.96,0.0,0.0,0.0,0.0,0.0
18,Austen_Northanger_3,0.9999,Austen_Northanger,Northanger Abbey,"Austen, Jane",1817.0,,,,f,1775.0,English,,gutenberg,0.0,0.0,0.0,0.0,0.0,0.0,3.89,41.06,0.0,0.0,0.0,4.3,0.0,0.0,2.31,0.0,1.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.61,0.0,8.18,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.83,0.0,0.0,6.78,3.88,0.0,0.0,0.0,2.97,0.01
19,Austen_Northanger_4,0.9976,Austen_Northanger,Northanger Abbey,"Austen, Jane",1817.0,,,,f,1775.0,English,,gutenberg,0.01,0.01,0.01,0.01,0.01,78.54,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,20.95,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.05,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
20,Bangs_GhostsIHav_1,0.9933,Bangs_GhostsIHav,Ghosts I Have Met and Some Others,"Bangs, John Kendrick",1898.0,,,,m,1862.0,American,,gutenberg,0.0,0.0,0.0,0.0,0.0,0.0,7.68,0.0,0.0,2.36,0.0,8.7,0.0,0.0,0.0,4.65,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.0,0.0,0.0,1.98,10.18,0.0,0.0,0.0,0.0,0.0,0.0,1.43,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,1.56,2.56,0.0,0.0,0.0,0.0,1.85,54.0,0.0,0.0,0.0,2.34
21,Bangs_GhostsIHav_2,0.9983,Bangs_GhostsIHav,Ghosts I Have Met and Some Others,"Bangs, John Kendrick",1898.0,,,,m,1862.0,American,,gutenberg,8.1,0.0,0.0,0.0,29.92,2.7,3.38,0.0,0.0,0.92,0.0,0.98,20.92,0.68,3.03,8.53,0.0,3.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.66,13.32,0.34,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.32,0.0
22,Bangs_GhostsIHav_3,-0.9763,Bangs_GhostsIHav,Ghosts I Have Met and Some Others,"Bangs, John Kendrick",1898.0,,,,m,1862.0,American,,gutenberg,5.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.52,0.0,4.95,0.0,0.39,0.0,25.45,6.01,0.0,2.18,1.86,0.0,2.29,0.0,0.0,28.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.72,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.32,0.0,0.0,0.0,0.6
23,Bangs_GhostsIHav_4,-0.9919,Bangs_GhostsIHav,Ghosts I Have Met and Some Others,"Bangs, John Kendrick",1898.0,,,,m,1862.0,American,,gutenberg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,Bangs_GhostsIHav_5,0.8717,Bangs_GhostsIHav,Ghosts I Have Met and Some Others,"Bangs, John Kendrick",1898.0,,,,m,1862.0,American,,gutenberg,94.9,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,4.56,0.01,0.01,0.01,0.01,0.01,0.01,0.01
25,Bangs_Toppletons_1,0.9998,Bangs_Toppletons,"Toppleton's Client; Or, A Spirit in Exile","Bangs, John Kendrick",1893.0,,,,m,1862.0,American,,gutenberg,0.0,0.0,0.0,0.0,0.0,0.0,1.28,0.92,0.0,0.0,0.0,19.11,3.72,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0,2.88,0.62,0.0,0.01,9.34,0.0,0.0,0.0,17.29,0.0,17.87,0.0,0.0,0.0,0.0,11.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.01,2.51,0.0,0.0,0.0,0.0
26,Bangs_Toppletons_2,0.9959,Bangs_Toppletons,"Toppleton's Client; Or, A Spirit in Exile","Bangs, John Kendrick",1893.0,,,,m,1862.0,American,,gutenberg,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,Bangs_Toppletons_3,-0.9922,Bangs_Toppletons,"Toppleton's Client; Or, A Spirit in Exile","Bangs, John Kendrick",1893.0,,,,m,1862.0,American,,gutenberg,93.93,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.51,0.0,0.0,2.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.21,0.0,0.0,0.0,0.0,0.0,0.0
28,Bangs_Toppletons_4,0.9972,Bangs_Toppletons,"Toppleton's Client; Or, A Spirit in Exile","Bangs, John Kendrick",1893.0,,,,m,1862.0,American,,gutenberg,4.81,0.0,0.0,0.0,15.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.08,0.0,35.66,22.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1,0.0,4.51,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,Bangs_Toppletons_5,-0.2944,Bangs_Toppletons,"Toppleton's Client; Or, A Spirit in Exile","Bangs, John Kendrick",1893.0,,,,m,1862.0,American,,gutenberg,0.07,0.07,0.07,0.07,0.07,0.07,2.81,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,93.27,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07
30,Barnard_TheAbbotsG_1,0.9994,Barnard_TheAbbotsG,"The Abbot's Ghost, or Maurice Treherne's Temptation: A Christmas Story","Barnard, A. M.",1867.0,,,,f,1832.0,American,,gutenberg,0.0,0.0,0.0,0.0,0.0,15.54,0.0,0.36,0.15,0.0,0.0,0.0,0.0,8.76,0.0,27.97,7.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,0.0,2.35,0.0,0.0,0.0,0.0,0.0,0.97,0.0,0.0,0.0,15.02,0.0,0.8,3.38,0.0,12.69,0.0
31,Barnard_TheAbbotsG_2,0.9999,Barnard_TheAbbotsG,"The Abbot's Ghost, or Maurice Treherne's Temptation: A Christmas Story","Barnard, A. M.",1867.0,,,,f,1832.0,American,,gutenberg,0.0,0.0,0.22,0.0,0.0,16.77,0.0,11.05,0.0,0.0,0.0,8.85,0.0,0.0,15.19,0.0,0.0,0.0,0.0,0.0,0.0,3.24,0.0,0.0,4.24,0.0,0.0,0.0,0.0,4.11,2.11,0.0,0.0,0.0,25.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41,0.0,0.0,0.0,0.0,0.0,0.66,0.0,0.0,7.07,0.0,0.0,0.0,0.0,0.0,0.0
32,Barnard_TheAbbotsG_3,0.9987,Barnard_TheAbbotsG,"The Abbot's Ghost, or Maurice Treherne's Temptation: A Christmas Story","Barnard, A. M.",1867.0,,,,f,1832.0,American,,gutenberg,0.0,0.0,7.21,0.0,0.0,9.75,0.0,0.98,0.0,0.0,0.0,13.52,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,51.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.14,12.75,0.0,0.0,0.0,0.0,0.0,0.32
33,Barnard_TheAbbotsG_4,0.9999,Barnard_TheAbbotsG,"The Abbot's Ghost, or Maurice Treherne's Temptation: A Christmas Story","Barnard, A. M.",1867.0,,,,f,1832.0,American,,gutenberg,91.27,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,Barnard_TheAbbotsG_5,0.9989,Barnard_TheAbbotsG,"The Abbot's Ghost, or Maurice Treherne's Temptation: A Christmas Story","Barnard, A. M.",1867.0,,,,f,1832.0,American,,gutenberg,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,99.41,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.01,0.01,0.01,0.01,0.01,0.01
35,Barrett_TheHeroine_1,0.9995,Barrett_TheHeroine,The Heroine,"Barrett, Eaton Stannard",1813.0,Romantic,Novel,Gothic Parody,m,1820.0,Irish,Central,colors,0.0,1.24,0.66,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.0,11.89,5.03,15.22,0.0,0.0,0.0,5.59,0.0,0.0,0.0,0.0,0.0,5.83,0.0,0.0,0.0,0.0,0.0,5.47,0.55,0.2,0.0,0.45,0.0,0.0,0.0,0.0,0.0,4.7,0.0,0.0,0.0,0.0,9.55,0.33,1.97,4.33,8.99,0.33,3.16,0.0,0.0,0.0,7.55,0.0,0.0,1.2,0.0,3.35,2.07
36,Barrett_TheHeroine_2,0.9996,Barrett_TheHeroine,The Heroine,"Barrett, Eaton Stannard",1813.0,Romantic,Novel,Gothic Parody,m,1820.0,Irish,Central,colors,0.0,0.98,0.26,0.0,3.78,1.94,0.0,8.14,0.0,4.67,0.0,18.07,0.0,7.37,0.0,0.0,0.0,3.44,0.0,9.14,2.57,0.0,0.02,0.0,0.0,3.28,0.0,1.54,0.0,3.52,0.0,0.0,0.0,0.0,0.63,0.0,0.0,0.0,0.0,9.24,0.0,0.0,0.0,0.72,0.0,0.0,0.0,0.0,2.97,0.28,2.54,0.0,0.0,0.0,9.98,0.0,4.81,0.0,0.0,0.0,0.0
37,Barrett_TheHeroine_3,0.9992,Barrett_TheHeroine,The Heroine,"Barrett, Eaton Stannard",1813.0,Romantic,Novel,Gothic Parody,m,1820.0,Irish,Central,colors,0.0,0.0,0.0,3.14,0.0,6.49,0.0,2.88,0.0,6.21,0.0,9.71,0.0,7.46,1.28,0.85,5.6,0.0,0.0,0.0,3.16,5.28,0.0,0.0,0.0,0.0,4.64,2.13,0.0,12.55,0.0,0.0,0.0,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38,0.0,5.21,0.0,0.0,0.0,3.01,6.77,2.53,0.0,0.0,0.0,3.89,0.0,0.0,0.0,0.0,0.0,5.74
38,Barrett_TheHeroine_4,0.9947,Barrett_TheHeroine,The Heroine,"Barrett, Eaton Stannard",1813.0,Romantic,Novel,Gothic Parody,m,1820.0,Irish,Central,colors,0.0,0.0,5.96,0.0,0.0,0.41,0.05,4.66,4.34,0.0,0.94,0.0,2.74,2.31,0.0,0.0,12.21,0.0,0.0,0.0,0.0,0.0,0.0,2.2,0.0,0.0,5.47,0.0,8.31,25.7,1.17,0.0,0.0,0.0,7.26,0.0,0.0,0.0,0.0,1.22,0.0,0.0,7.42,0.0,1.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.79,0.0,0.0,0.0,1.44,0.0,0.0
39,Barrett_TheHeroine_5,0.9834,Barrett_TheHeroine,The Heroine,"Barrett, Eaton Stannard",1813.0,Romantic,Novel,Gothic Parody,m,1820.0,Irish,Central,colors,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,99.15,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
