input_index,reference,text_key,title,author,date,period,mode,genre,gender,birthdate,nationality,role (central/peripheral/influence),source,Topic 0,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 6,Topic 7,Topic 8,Topic 9,Topic 10,Topic 11,Topic 12,Topic 13,Topic 14,Topic 15,Topic 16,Topic 17,Topic 18,Topic 19,Topic 20,Topic 21,Topic 22,Topic 23,Topic 24,Topic 25,Topic 26,Topic 27,Topic 28,Topic 29,Topic 30,Topic 31,Topic 32,Topic 33,Topic 34,Topic 35,Topic 36,Topic 37,Topic 38,Topic 39,Topic 40,Topic 41,Topic 42,Topic 43,Topic 44,Topic 45,Topic 46,Topic 47,Topic 48,Topic 49,Topic 50,Topic 51
189,Dickens_BleakHouse_2,Dickens_BleakHouse,Bleak House,"Dickens, Charles",1854.0,Victorian,Novel,Gothic,m,1812.0,English,Central,colors,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.93,1.92,1.93,1.93,1.92,1.93,1.92,1.92,1.92,1.92,1.93,1.92,1.92,1.93,1.91,1.92,1.93,1.93,1.93,1.91,1.93,1.92,1.92,1.92,1.92,1.91,1.93,1.93,1.93,1.93,1.92,1.92,1.92,1.93,1.91,1.92,1.92,1.92,1.92,1.93,1.92,1.92
190,Dickens_BleakHouse_3,Dickens_BleakHouse,Bleak House,"Dickens, Charles",1854.0,Victorian,Novel,Gothic,m,1812.0,English,Central,colors,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.93,1.92,1.93,1.93,1.92,1.93,1.92,1.92,1.92,1.92,1.93,1.92,1.92,1.93,1.91,1.92,1.93,1.93,1.93,1.91,1.93,1.92,1.92,1.92,1.92,1.91,1.93,1.93,1.93,1.93,1.92,1.92,1.92,1.93,1.91,1.92,1.92,1.92,1.92,1.93,1.92,1.92
191,Dickens_BleakHouse_4,Dickens_BleakHouse,Bleak House,"Dickens, Charles",1854.0,Victorian,Novel,Gothic,m,1812.0,English,Central,colors,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.93,1.92,1.93,1.93,1.92,1.93,1.92,1.92,1.92,1.92,1.93,1.92,1.92,1.93,1.91,1.92,1.93,1.93,1.93,1.91,1.93,1.92,1.92,1.92,1.92,1.91,1.93,1.93,1.93,1.93,1.92,1.92,1.92,1.93,1.91,1.92,1.92,1.92,1.92,1.93,1.92,1.92
192,Dickens_BleakHouse_5,Dickens_BleakHouse,Bleak House,"Dickens, Charles",1854.0,Victorian,Novel,Gothic,m,1812.0,English,Central,colors,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.93,1.92,1.93,1.93,1.92,1.93,1.92,1.92,1.92,1.92,1.93,1.92,1.92,1.93,1.91,1.92,1.93,1.93,1.93,1.91,1.93,1.92,1.92,1.92,1.92,1.91,1.93,1.93,1.93,1.93,1.92,1.92,1.92,1.93,1.91,1.92,1.92,1.92,1.92,1.93,1.92,1.92
193,Dickens_GreatExpec_1,Dickens_GreatExpec,Great Expectations,"Dickens, Charles",1861.0,Victorian,Novel,Gothic,m,1812.0,English,Central,colors,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.93,1.92,1.93,1.93,1.92,1.93,1.92,1.92,1.92,1.92,1.93,1.92,1.92,1.93,1.91,1.92,1.93,1.93,1.93,1.91,1.93,1.92,1.92,1.92,1.92,1.91,1.93,1.93,1.93,1.93,1.92,1.92,1.92,1.93,1.91,1.92,1.92,1.92,1.92,1.93,1.92,1.92
194,Dickens_GreatExpec_2,Dickens_GreatExpec,Great Expectations,"Dickens, Charles",1861.0,Victorian,Novel,Gothic,m,1812.0,English,Central,colors,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.93,1.92,1.93,1.93,1.92,1.93,1.92,1.92,1.92,1.92,1.93,1.92,1.92,1.93,1.91,1.92,1.93,1.93,1.93,1.91,1.93,1.92,1.92,1.92,1.92,1.91,1.93,1.93,1.93,1.93,1.92,1.92,1.92,1.93,1.91,1.92,1.92,1.92,1.92,1.93,1.92,1.92
195,Dickens_GreatExpec_3,Dickens_GreatExpec,Great Expectations,"Dickens, Charles",1861.0,Victorian,Novel,Gothic,m,1812.0,English,Central,colors,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.93,1.92,1.93,1.93,1.92,1.93,1.92,1.92,1.92,1.92,1.93,1.92,1.92,1.93,1.91,1.92,1.93,1.93,1.93,1.91,1.93,1.92,1.92,1.92,1.92,1.91,1.93,1.93,1.93,1.93,1.92,1.92,1.92,1.93,1.91,1.92,1.92,1.92,1.92,1.93,1.92,1.92
196,Dickens_GreatExpec_4,Dickens_GreatExpec,Great Expectations,"Dickens, Charles",1861.0,Victorian,Novel,Gothic,m,1812.0,English,Central,colors,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.93,1.92,1.93,1.93,1.92,1.93,1.92,1.92,1.92,1.92,1.93,1.92,1.92,1.93,1.91,1.92,1.93,1.93,1.93,1.91,1.93,1.92,1.92,1.92,1.92,1.91,1.93,1.93,1.93,1.93,1.92,1.92,1.92,1.93,1.91,1.92,1.92,1.92,1.92,1.93,1.92,1.92
197,Dickens_GreatExpec_5,Dickens_GreatExpec,Great Expectations,"Dickens, Charles",1861.0,Victorian,Novel,Gothic,m,1812.0,English,Central,colors,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.93,1.92,1.93,1.93,1.92,1.93,1.92,1.92,1.92,1.92,1.93,1.92,1.92,1.93,1.91,1.92,1.93,1.93,1.93,1.91,1.93,1.92,1.92,1.92,1.92,1.91,1.93,1.93,1.93,1.93,1.92,1.92,1.92,1.93,1.91,1.92,1.92,1.92,1.92,1.93,1.92,1.92
198,Dickens_OliverTwis_1,Dickens_OliverTwis,Oliver Twist,"Dickens, Charles",1838.0,Victorian,Novel,Gothic,m,1812.0,English,Peripheral,colors,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.93,1.92,1.93,1.93,1.92,1.93,1.92,1.92,1.92,1.92,1.93,1.92,1.92,1.93,1.91,1.92,1.93,1.93,1.93,1.91,1.93,1.92,1.92,1.92,1.92,1.91,1.93,1.93,1.93,1.93,1.92,1.92,1.92,1.93,1.91,1.92,1.92,1.92,1.92,1.93,1.92,1.92
199,Dickens_OliverTwis_2,Dickens_OliverTwis,Oliver Twist,"Dickens, Charles",1838.0,Victorian,Novel,Gothic,m,1812.0,English,Peripheral,colors,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.93,1.92,1.93,1.93,1.92,1.93,1.92,1.92,1.92,1.92,1.93,1.92,1.92,1.93,1.91,1.92,1.93,1.93,1.93,1.91,1.93,1.92,1.92,1.92,1.92,1.91,1.93,1.93,1.93,1.93,1.92,1.92,1.92,1.93,1.91,1.92,1.92,1.92,1.92,1.93,1.92,1.92
200,Dickens_OliverTwis_3,Dickens_OliverTwis,Oliver Twist,"Dickens, Charles",1838.0,Victorian,Novel,Gothic,m,1812.0,English,Peripheral,colors,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.93,1.92,1.93,1.93,1.92,1.93,1.92,1.92,1.92,1.92,1.93,1.92,1.92,1.93,1.91,1.92,1.93,1.93,1.93,1.91,1.93,1.92,1.92,1.92,1.92,1.91,1.93,1.93,1.93,1.93,1.92,1.92,1.92,1.93,1.91,1.92,1.92,1.92,1.92,1.93,1.92,1.92
201,Dickens_OliverTwis_4,Dickens_OliverTwis,Oliver Twist,"Dickens, Charles",1838.0,Victorian,Novel,Gothic,m,1812.0,English,Peripheral,colors,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.93,1.92,1.93,1.93,1.92,1.93,1.92,1.92,1.92,1.92,1.93,1.92,1.92,1.93,1.91,1.92,1.93,1.93,1.93,1.91,1.93,1.92,1.92,1.92,1.92,1.91,1.93,1.93,1.93,1.93,1.92,1.92,1.92,1.93,1.91,1.92,1.92,1.92,1.92,1.93,1.92,1.92
202,Dickens_OliverTwis_5,Dickens_OliverTwis,Oliver Twist,"Dickens, Charles",1838.0,Victorian,Novel,Gothic,m,1812.0,English,Peripheral,colors,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.93,1.92,1.93,1.93,1.92,1.93,1.92,1.92,1.92,1.92,1.93,1.92,1.92,1.93,1.91,1.92,1.93,1.93,1.93,1.91,1.93,1.92,1.92,1.92,1.92,1.91,1.93,1.93,1.93,1.93,1.92,1.92,1.92,1.93,1.91,1.92,1.92,1.92,1.92,1.93,1.92,1.92
203,Dickens_TheHaunted_1,Dickens_TheHaunted,The Haunted Man and the Ghost's Bargain,"Dickens, Charles",1848.0,,,,m,1812.0,English,,gutenberg,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.93,1.92,1.93,1.93,1.92,1.93,1.92,1.92,1.92,1.92,1.93,1.92,1.92,1.93,1.91,1.92,1.93,1.93,1.93,1.91,1.93,1.92,1.92,1.92,1.92,1.91,1.93,1.93,1.93,1.93,1.92,1.92,1.92,1.93,1.91,1.92,1.92,1.92,1.92,1.93,1.92,1.92
204,Dickens_TheHaunted_2,Dickens_TheHaunted,The Haunted Man and the Ghost's Bargain,"Dickens, Charles",1848.0,,,,m,1812.0,English,,gutenberg,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.93,1.92,1.93,1.93,1.92,1.93,1.92,1.92,1.92,1.92,1.93,1.92,1.92,1.93,1.91,1.92,1.93,1.93,1.93,1.91,1.93,1.92,1.92,1.92,1.92,1.91,1.93,1.93,1.93,1.93,1.92,1.92,1.92,1.93,1.91,1.92,1.92,1.92,1.92,1.93,1.92,1.92
205,Dickens_TheHaunted_3,Dickens_TheHaunted,The Haunted Man and the Ghost's Bargain,"Dickens, Charles",1848.0,,,,m,1812.0,English,,gutenberg,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.93,1.92,1.93,1.93,1.92,1.93,1.92,1.92,1.92,1.92,1.93,1.92,1.92,1.93,1.91,1.92,1.93,1.93,1.93,1.91,1.93,1.92,1.92,1.92,1.92,1.91,1.93,1.93,1.93,1.93,1.92,1.92,1.92,1.93,1.91,1.92,1.92,1.92,1.92,1.93,1.92,1.92
206,Dickens_TheHaunted_4,Dickens_TheHaunted,The Haunted Man and the Ghost's Bargain,"Dickens, Charles",1848.0,,,,m,1812.0,English,,gutenberg,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.93,1.92,1.93,1.93,1.92,1.93,1.92,1.92,1.92,1.92,1.93,1.92,1.92,1.93,1.91,1.92,1.93,1.93,1.93,1.91,1.93,1.92,1.92,1.92,1.92,1.91,1.93,1.93,1.93,1.93,1.92,1.92,1.92,1.93,1.91,1.92,1.92,1.92,1.92,1.93,1.92,1.92
207,Dickens_TheMystery_1,Dickens_TheMystery,The Mystery Of Edwin Drood,"Dickens, Charles",1870.0,Victorian,Novel,Gothic,m,1812.0,English,Central,colors,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.93,1.92,1.93,1.93,1.92,1.93,1.92,1.92,1.92,1.92,1.93,1.92,1.92,1.93,1.91,1.92,1.93,1.93,1.93,1.91,1.93,1.92,1.92,1.92,1.92,1.91,1.93,1.93,1.93,1.93,1.92,1.92,1.92,1.93,1.91,1.92,1.92,1.92,1.92,1.93,1.92,1.92
208,Dickens_TheMystery_2,Dickens_TheMystery,The Mystery Of Edwin Drood,"Dickens, Charles",1870.0,Victorian,Novel,Gothic,m,1812.0,English,Central,colors,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.93,1.92,1.93,1.93,1.92,1.93,1.92,1.92,1.92,1.92,1.93,1.92,1.92,1.93,1.91,1.92,1.93,1.93,1.93,1.91,1.93,1.92,1.92,1.92,1.92,1.91,1.93,1.93,1.93,1.93,1.92,1.92,1.92,1.93,1.91,1.92,1.92,1.92,1.92,1.93,1.92,1.92
209,Dickens_TheMystery_3,Dickens_TheMystery,The Mystery Of Edwin Drood,"Dickens, Charles",1870.0,Victorian,Novel,Gothic,m,1812.0,English,Central,colors,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.93,1.92,1.93,1.93,1.92,1.93,1.92,1.92,1.92,1.92,1.93,1.92,1.92,1.93,1.91,1.92,1.93,1.93,1.93,1.91,1.93,1.92,1.92,1.92,1.92,1.91,1.93,1.93,1.93,1.93,1.92,1.92,1.92,1.93,1.91,1.92,1.92,1.92,1.92,1.93,1.92,1.92
210,Dickens_TheMystery_4,Dickens_TheMystery,The Mystery Of Edwin Drood,"Dickens, Charles",1870.0,Victorian,Novel,Gothic,m,1812.0,English,Central,colors,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.93,1.92,1.93,1.93,1.92,1.93,1.92,1.92,1.92,1.92,1.93,1.92,1.92,1.93,1.91,1.92,1.93,1.93,1.93,1.91,1.93,1.92,1.92,1.92,1.92,1.91,1.93,1.93,1.93,1.93,1.92,1.92,1.92,1.93,1.91,1.92,1.92,1.92,1.92,1.93,1.92,1.92
211,Dickens_TheMystery_5,Dickens_TheMystery,The Mystery Of Edwin Drood,"Dickens, Charles",1870.0,Victorian,Novel,Gothic,m,1812.0,English,Central,colors,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.93,1.92,1.93,1.93,1.92,1.93,1.92,1.92,1.92,1.92,1.93,1.92,1.92,1.93,1.91,1.92,1.93,1.93,1.93,1.91,1.93,1.92,1.92,1.92,1.92,1.91,1.93,1.93,1.93,1.93,1.92,1.92,1.92,1.93,1.91,1.92,1.92,1.92,1.92,1.93,1.92,1.92
212,duMaurier_Trilby_1,duMaurier_Trilby,Trilby,"du Maurier, George",1894.0,Victorian,Novel,Gothic,m,1834.0,French-British,Peripheral,colors,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.93,1.92,1.93,1.93,1.92,1.93,1.92,1.92,1.92,1.92,1.93,1.92,1.92,1.93,1.91,1.92,1.93,1.93,1.93,1.91,1.93,1.92,1.92,1.92,1.92,1.91,1.93,1.93,1.93,1.93,1.92,1.92,1.92,1.93,1.91,1.92,1.92,1.92,1.92,1.93,1.92,1.92
213,duMaurier_Trilby_2,duMaurier_Trilby,Trilby,"du Maurier, George",1894.0,Victorian,Novel,Gothic,m,1834.0,French-British,Peripheral,colors,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.93,1.92,1.93,1.93,1.92,1.93,1.92,1.92,1.92,1.92,1.93,1.92,1.92,1.93,1.91,1.92,1.93,1.93,1.93,1.91,1.93,1.92,1.92,1.92,1.92,1.91,1.93,1.93,1.93,1.93,1.92,1.92,1.92,1.93,1.91,1.92,1.92,1.92,1.92,1.93,1.92,1.92
214,duMaurier_Trilby_3,duMaurier_Trilby,Trilby,"du Maurier, George",1894.0,Victorian,Novel,Gothic,m,1834.0,French-British,Peripheral,colors,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.93,1.92,1.93,1.93,1.92,1.93,1.92,1.92,1.92,1.92,1.93,1.92,1.92,1.93,1.91,1.92,1.93,1.93,1.93,1.91,1.93,1.92,1.92,1.92,1.92,1.91,1.93,1.93,1.93,1.93,1.92,1.92,1.92,1.93,1.91,1.92,1.92,1.92,1.92,1.93,1.92,1.92
215,duMaurier_Trilby_4,duMaurier_Trilby,Trilby,"du Maurier, George",1894.0,Victorian,Novel,Gothic,m,1834.0,French-British,Peripheral,colors,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.93,1.92,1.93,1.93,1.92,1.93,1.92,1.92,1.92,1.92,1.93,1.92,1.92,1.93,1.91,1.92,1.93,1.93,1.93,1.91,1.93,1.92,1.92,1.92,1.92,1.91,1.93,1.93,1.93,1.93,1.92,1.92,1.92,1.93,1.91,1.92,1.92,1.92,1.92,1.93,1.92,1.92
216,Falkner_TheLostStr_1,Falkner_TheLostStr,The Lost Stradivarius,"Falkner, John Meade",1895.0,,,,m,1858.0,England,,gutenberg,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.93,1.92,1.93,1.93,1.92,1.93,1.92,1.92,1.92,1.92,1.93,1.92,1.92,1.93,1.91,1.92,1.93,1.93,1.93,1.91,1.93,1.92,1.92,1.92,1.92,1.91,1.93,1.93,1.93,1.93,1.92,1.92,1.92,1.93,1.91,1.92,1.92,1.92,1.92,1.93,1.92,1.92
217,Falkner_TheLostStr_2,Falkner_TheLostStr,The Lost Stradivarius,"Falkner, John Meade",1895.0,,,,m,1858.0,England,,gutenberg,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.93,1.92,1.93,1.93,1.92,1.93,1.92,1.92,1.92,1.92,1.93,1.92,1.92,1.93,1.91,1.92,1.93,1.93,1.93,1.91,1.93,1.92,1.92,1.92,1.92,1.91,1.93,1.93,1.93,1.93,1.92,1.92,1.92,1.93,1.91,1.92,1.92,1.92,1.92,1.93,1.92,1.92
218,Falkner_TheLostStr_3,Falkner_TheLostStr,The Lost Stradivarius,"Falkner, John Meade",1895.0,,,,m,1858.0,England,,gutenberg,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.93,1.92,1.93,1.93,1.92,1.93,1.92,1.92,1.92,1.92,1.93,1.92,1.92,1.93,1.91,1.92,1.93,1.93,1.93,1.91,1.93,1.92,1.92,1.92,1.92,1.91,1.93,1.93,1.93,1.93,1.92,1.92,1.92,1.93,1.91,1.92,1.92,1.92,1.92,1.93,1.92,1.92
219,Falkner_TheLostStr_4,Falkner_TheLostStr,The Lost Stradivarius,"Falkner, John Meade",1895.0,,,,m,1858.0,England,,gutenberg,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.93,1.92,1.93,1.93,1.92,1.93,1.92,1.92,1.92,1.92,1.93,1.92,1.92,1.93,1.91,1.92,1.93,1.93,1.93,1.91,1.93,1.92,1.92,1.92,1.92,1.91,1.93,1.93,1.93,1.93,1.92,1.92,1.92,1.93,1.91,1.92,1.92,1.92,1.92,1.93,1.92,1.92
220,Falkner_TheLostStr_5,Falkner_TheLostStr,The Lost Stradivarius,"Falkner, John Meade",1895.0,,,,m,1858.0,England,,gutenberg,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.93,1.92,1.93,1.93,1.92,1.93,1.92,1.92,1.92,1.92,1.93,1.92,1.92,1.93,1.91,1.92,1.93,1.93,1.93,1.91,1.93,1.92,1.92,1.92,1.92,1.91,1.93,1.93,1.93,1.93,1.92,1.92,1.92,1.93,1.91,1.92,1.92,1.92,1.92,1.93,1.92,1.92
221,Fenwick_Secrecy_1,Fenwick_Secrecy,Secrecy,"Fenwick, Eliza",1795.0,Romantic,Novel,Gothic,f,1767.0,English,Peripheral,colors,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.93,1.92,1.93,1.93,1.92,1.93,1.92,1.92,1.92,1.92,1.93,1.92,1.92,1.93,1.91,1.92,1.93,1.93,1.93,1.91,1.93,1.92,1.92,1.92,1.92,1.91,1.93,1.93,1.93,1.93,1.92,1.92,1.92,1.93,1.91,1.92,1.92,1.92,1.92,1.93,1.92,1.92
222,Fenwick_Secrecy_2,Fenwick_Secrecy,Secrecy,"Fenwick, Eliza",1795.0,Romantic,Novel,Gothic,f,1767.0,English,Peripheral,colors,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.93,1.92,1.93,1.93,1.92,1.93,1.92,1.92,1.92,1.92,1.93,1.92,1.92,1.93,1.91,1.92,1.93,1.93,1.93,1.91,1.93,1.92,1.92,1.92,1.92,1.91,1.93,1.93,1.93,1.93,1.92,1.92,1.92,1.93,1.91,1.92,1.92,1.92,1.92,1.93,1.92,1.92
223,Fenwick_Secrecy_3,Fenwick_Secrecy,Secrecy,"Fenwick, Eliza",1795.0,Romantic,Novel,Gothic,f,1767.0,English,Peripheral,colors,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.93,1.92,1.93,1.93,1.92,1.93,1.92,1.92,1.92,1.92,1.93,1.92,1.92,1.93,1.91,1.92,1.93,1.93,1.93,1.91,1.93,1.92,1.92,1.92,1.92,1.91,1.93,1.93,1.93,1.93,1.92,1.92,1.92,1.93,1.91,1.92,1.92,1.92,1.92,1.93,1.92,1.92
224,Fenwick_Secrecy_4,Fenwick_Secrecy,Secrecy,"Fenwick, Eliza",1795.0,Romantic,Novel,Gothic,f,1767.0,English,Peripheral,colors,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.93,1.92,1.93,1.93,1.92,1.93,1.92,1.92,1.92,1.92,1.93,1.92,1.92,1.93,1.91,1.92,1.93,1.93,1.93,1.91,1.93,1.92,1.92,1.92,1.92,1.91,1.93,1.93,1.93,1.93,1.92,1.92,1.92,1.93,1.91,1.92,1.92,1.92,1.92,1.93,1.92,1.92
225,Fenwick_Secrecy_5,Fenwick_Secrecy,Secrecy,"Fenwick, Eliza",1795.0,Romantic,Novel,Gothic,f,1767.0,English,Peripheral,colors,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.93,1.92,1.93,1.93,1.92,1.93,1.92,1.92,1.92,1.92,1.93,1.92,1.92,1.93,1.91,1.92,1.93,1.93,1.93,1.91,1.93,1.92,1.92,1.92,1.92,1.91,1.93,1.93,1.93,1.93,1.92,1.92,1.92,1.93,1.91,1.92,1.92,1.92,1.92,1.93,1.92,1.92
226,Ferris_TheInvader_1,Ferris_TheInvader,The Invaders,"Ferris, Benjamin",,,,,m,1780.0,American,,gutenberg,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.93,1.92,1.93,1.93,1.92,1.93,1.92,1.92,1.92,1.92,1.93,1.92,1.92,1.93,1.91,1.92,1.93,1.93,1.93,1.91,1.93,1.92,1.92,1.92,1.92,1.91,1.93,1.93,1.93,1.93,1.92,1.92,1.92,1.93,1.91,1.92,1.92,1.92,1.92,1.93,1.92,1.92
227,Ferris_TheInvader_2,Ferris_TheInvader,The Invaders,"Ferris, Benjamin",,,,,m,1780.0,American,,gutenberg,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.93,1.92,1.93,1.93,1.92,1.93,1.92,1.92,1.92,1.92,1.93,1.92,1.92,1.93,1.91,1.92,1.93,1.93,1.93,1.91,1.93,1.92,1.92,1.92,1.92,1.91,1.93,1.93,1.93,1.93,1.92,1.92,1.92,1.93,1.91,1.92,1.92,1.92,1.92,1.93,1.92,1.92
228,Ferris_TheInvader_3,Ferris_TheInvader,The Invaders,"Ferris, Benjamin",,,,,m,1780.0,American,,gutenberg,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.93,1.92,1.93,1.93,1.92,1.93,1.92,1.92,1.92,1.92,1.93,1.92,1.92,1.93,1.91,1.92,1.93,1.93,1.93,1.91,1.93,1.92,1.92,1.92,1.92,1.91,1.93,1.93,1.93,1.93,1.92,1.92,1.92,1.93,1.91,1.92,1.92,1.92,1.92,1.93,1.92,1.92
229,Gaskell_ TheDoomOf_1,Gaskell_ TheDoomOf, The Doom Of The Griffiths,"Gaskell, Elizabeth",1858.0,Victorian,Short Story,Gothic,f,1810.0,English,Peripheral,colors,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.93,1.92,1.93,1.93,1.92,1.93,1.92,1.92,1.92,1.92,1.93,1.92,1.92,1.93,1.91,1.92,1.93,1.93,1.93,1.91,1.93,1.92,1.92,1.92,1.92,1.91,1.93,1.93,1.93,1.93,1.92,1.92,1.92,1.93,1.91,1.92,1.92,1.92,1.92,1.93,1.92,1.92
230,Gaskell_ TheDoomOf_2,Gaskell_ TheDoomOf, The Doom Of The Griffiths,"Gaskell, Elizabeth",1858.0,Victorian,Short Story,Gothic,f,1810.0,English,Peripheral,colors,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.93,1.92,1.93,1.93,1.92,1.93,1.92,1.92,1.92,1.92,1.93,1.92,1.92,1.93,1.91,1.92,1.93,1.93,1.93,1.91,1.93,1.92,1.92,1.92,1.92,1.91,1.93,1.93,1.93,1.93,1.92,1.92,1.92,1.93,1.91,1.92,1.92,1.92,1.92,1.93,1.92,1.92
231,Gaskell_ TheDoomOf_3,Gaskell_ TheDoomOf, The Doom Of The Griffiths,"Gaskell, Elizabeth",1858.0,Victorian,Short Story,Gothic,f,1810.0,English,Peripheral,colors,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.93,1.92,1.93,1.93,1.92,1.93,1.92,1.92,1.92,1.92,1.93,1.92,1.92,1.93,1.91,1.92,1.93,1.93,1.93,1.91,1.93,1.92,1.92,1.92,1.92,1.91,1.93,1.93,1.93,1.93,1.92,1.92,1.92,1.93,1.91,1.92,1.92,1.92,1.92,1.93,1.92,1.92
232,Gaskell_ TheDoomOf_4,Gaskell_ TheDoomOf, The Doom Of The Griffiths,"Gaskell, Elizabeth",1858.0,Victorian,Short Story,Gothic,f,1810.0,English,Peripheral,colors,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.93,1.92,1.93,1.93,1.92,1.93,1.92,1.92,1.92,1.92,1.93,1.92,1.92,1.93,1.91,1.92,1.93,1.93,1.93,1.91,1.93,1.92,1.92,1.92,1.92,1.91,1.93,1.93,1.93,1.93,1.92,1.92,1.92,1.93,1.91,1.92,1.92,1.92,1.92,1.93,1.92,1.92
233,Gaskell_ TheDoomOf_5,Gaskell_ TheDoomOf, The Doom Of The Griffiths,"Gaskell, Elizabeth",1858.0,Victorian,Short Story,Gothic,f,1810.0,English,Peripheral,colors,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.93,1.92,1.93,1.93,1.92,1.93,1.92,1.92,1.92,1.92,1.93,1.92,1.92,1.93,1.91,1.92,1.93,1.93,1.93,1.91,1.93,1.92,1.92,1.92,1.92,1.91,1.93,1.93,1.93,1.93,1.92,1.92,1.92,1.93,1.91,1.92,1.92,1.92,1.92,1.93,1.92,1.92
234,Gaskell_LoisTheWit_1,Gaskell_LoisTheWit,Lois The Witch,"Gaskell, Elizabeth",1861.0,Victorian,Short Story,Gothic,f,1810.0,English,Peripheral,colors,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.93,1.92,1.93,1.93,1.92,1.93,1.92,1.92,1.92,1.92,1.93,1.92,1.92,1.93,1.91,1.92,1.93,1.93,1.93,1.91,1.93,1.92,1.92,1.92,1.92,1.91,1.93,1.93,1.93,1.93,1.92,1.92,1.92,1.93,1.91,1.92,1.92,1.92,1.92,1.93,1.92,1.92
235,Gaskell_LoisTheWit_2,Gaskell_LoisTheWit,Lois The Witch,"Gaskell, Elizabeth",1861.0,Victorian,Short Story,Gothic,f,1810.0,English,Peripheral,colors,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.93,1.92,1.93,1.93,1.92,1.93,1.92,1.92,1.92,1.92,1.93,1.92,1.92,1.93,1.91,1.92,1.93,1.93,1.93,1.91,1.93,1.92,1.92,1.92,1.92,1.91,1.93,1.93,1.93,1.93,1.92,1.92,1.92,1.93,1.91,1.92,1.92,1.92,1.92,1.93,1.92,1.92
